공간정보일련번호,지형지물명,등록구,관리기관,명칭,구경,형식,최대유량,가설일자,급수계통,작동상태,맨홀지형지물부호,맨홀등록구,용도
576,유량계,기장군,기장사업소,8블록 유량계,400,초음파식,292832.34,2021-07-15,봉대산배수지,양호,,,블록
577,유량계,사하구,사하사업소,36블록유량계,200,전자식,0,2024-06-17,장림배수지,양호,,사하구,블록
578,유량계,사상구,북부사업소,27블록 유량계,200,전자식,0,2022-04-19,모라배수지,양호,상수맨홀,사상구,블록
579,유량계,사상구,북부사업소,28블록 유량계,350,초음파식,286916.43,2024-04-16,사상가압장(신설),양호,상수맨홀,사상구,블록
580,유량계,사상구,북부사업소,37블록 유량계,300,초음파식,0,2025-04-04,사상가압장(신설),양호,상수맨홀,사상구,블록
581,유량계,북구,북부사업소,2블록 유량계,300,초음파식,0,2020-05-20,금곡배수지,양호,상수맨홀,북구,블록
583,유량계,서구,시설관리사업소,유량계 (유출관로),500,초음파식,0,2009-12-14,대티2배수지,양호,,서구,배수지
584,유량계,기타,덕산정수사업소,3정수원수 유입유량계,2400,초음파식,0,2016-03-21,매리취수장(가압),양호,,기타,정수장
585,유량계,부산진구,시설관리사업소,안창라인펌프2,50,익차형,282930.4,1997-11-01,안창배수지,양호,,부산진구,권역
586,유량계,기타,덕산정수사업소,1정수원수 유입유량계,2200,초음파식,0,2003-09-01,매리취수장(가압),양호,,기타,정수장
587,유량계,기장군,기장사업소,9블록 유량계,200,전자식,303657.85,2020-04-23,월내배수지,양호,,기장군,블록
588,유량계,해운대구,시설관리사업소,유량계 (유출관로),1200,초음파식,0,2022-02-21,명장배수지,양호,,해운대구,배수지
589,유량계,기장군,시설관리사업소,유량계 (유출관로),600,전자식,0,2014-12-20,정관지구저지배수지,양호,,기장군,배수지
590,유량계,동구,중동부사업소,18-1블록유량계,150,전자식,1764,2015-09-16,영주배수지,양호,상수맨홀,동구,블록
591,유량계,영도구,시설관리사업소,유량계 (유입관로),800,전자식,0,2010-12-21,청학가압장,양호,,영도구,배수지
593,유량계,서구,서부사업소,충무재래시장 비교측정용(사재),100,전자식,,2016-06-07,복병산배수지,양호,상수맨홀,서구,기타
594,유량계,기타,덕산정수사업소,2정수원수 유입유량계,2200,초음파식,0,2003-09-01,매리취수장(가압),양호,,기타,정수장
595,유량계,기타,덕산정수사업소,3정수 유출유량계,2200,초음파식,298731.83,2004-01-01,덕산정수장(생활직송),양호,,기타,정수장
596,유량계,기타,덕산정수사업소,5차 입상 회수유량계,400,전자식,0,2000-07-01,덕산정수장(생활직송),양호,,기타,기타
597,유량계,동구,중동부사업소,,250,전자식,800,2018-06-08,영주배수지,양호,상수맨홀,동구,블록
598,유량계,사하구,사하사업소,3-2블록유량계,100,전자식,864,2024-06-17,덕산정수장(생활직송),양호,상수맨홀,사하구,블록
599,유량계,북구,북부사업소,52블록 유량계,400,초음파식,294532.01,2020-05-20,금곡배수지,양호,상수맨홀,북구,블록
601,유량계,사하구,사하사업소,14블록 유량계,300,전자식,1790,2016-07-16,신평배수지,양호,,사하구,블록
602,유량계,북구,북부사업소,7-2블록 유량계,100,전자식,295,2016-11-04,덕산정수장(생활직송),양호,상수맨홀,북구,블록
603,유량계,금정구,동래통합사업소,동래7-1블록 유량계유입(2),80,전자식,0,2025-03-17,서동배수지,양호,상수맨홀,금정구,블록(보조)
604,유량계,해운대구,해운대사업소,반송1동 제5블록 유량계,200,전자식,,2005-12-01,반송배수지,양호,상수맨홀,해운대구,블록
605,유량계,해운대구,해운대사업소,반송1동 제6블록 유량계,150,전자식,0,2019-04-01,반송배수지,양호,상수맨홀,해운대구,블록
606,유량계,북구,시설관리사업소,유량계 (유출관로),500,초음파식,0,2023-04-07,만덕5배수지,양호,,북구,배수지
607,유량계,동래구,동래통합사업소,7블록 유량계,200,전자식,291171.09,2025-03-17,오륜배수지,양호,상수맨홀,동래구,블록
609,유량계,서구,시설관리사업소,혜광주택앞,500,전자식,0,2018-11-07,수정산터널배수지,양호,,서구,권역
610,유량계,해운대구,시설관리사업소,올림픽,1350,전자식,285540.09,2021-05-26,덕천가압장(시내),양호,상수맨홀,해운대구,권역
611,유량계,기장군,기장사업소,13블록 유량계,200,전자식,0,2021-04-30,개좌골가압장,양호,,기장군,블록
612,유량계,기타,덕산정수사업소,농업용수 유출유량계,200,초음파식,0,2008-12-17,덕산정수장(생활직송),양호,,기타,기타
613,유량계,금정구,동래통합사업소,31블럭 유량계,50,익차형,0,2016-01-07,산성마을배수지,양호,,금정구,기타
614,유량계,영도구,영도사업소,재래시장전용유량게,50,익차형,277695.23,2016-10-31,사상가압장(기설),양호,상수맨홀,영도구,기타
438,유량계,해운대구,시설관리사업소,반여2배수지(유출관로),450,초음파식,0,2015-06-26,반여2배수지,양호,,,배수지
232,유량계,사하구,시설관리사업소,하구언,1200,초음파식,0,2018-04-17,덕산정수장(공업직송),양호,상수맨홀,사하구,권역
2561,유량계,부산진구,부산진사업소,,65,익차형,0,1993-01-01,안창가압장,양호,,,
3842,유량계,기타,화명정수사업소,물금원수 1350mm,1350,초음파식,301727.48,2012-05-08,물금취수장(가압),양호,,,원수
505,유량계,동래구,명장정수사업소,제1여과지 역세수 유량계,500,초음파식,0,1995-01-02,명장정수장(가압),양호,,동래구,기타
108,유량계,연제구,시설관리사업소,망미토곡,800,전자식,0,2021-05-26,덕천가압장(시내),양호,상수맨홀,연제구,권역
13441,유량계,서구,서부사업소,23블록 보조,100,터어빈형,0,2006-01-01,암남2부스터,양호,,,블록(보조)
421,유량계,연제구,동래통합사업소,40블록 유량계,300,전자식,287188.43,2016-06-02,오륜배수지,양호,상수맨홀,연제구,블록
127,유량계,부산진구,부산진사업소,44블록 유량계,250,초음파식,283704.2,2019-05-30,수정산터널배수지,양호,,부산진구,블록
25004,유량계,서구,서부사업소,유량계(유출),250,전자식,0,2011-01-01,꽃마을배수지,양호,,,배수지
364,유량계,연제구,동래통합사업소,50블록 유량계,250,전자식,0,2021-06-04,덕천가압장(시내),양호,상수맨홀,연제구,블록
22737,유량계,중구,시설관리사업소,유량계 (유입관로),500,초음파식,0,2022-01-21,사상가압장(기설),양호,,,배수지
22738,유량계,중구,시설관리사업소,유량계 (유입관로),500,초음파식,0,2022-01-21,사상가압장(기설),양호,,,배수지
22739,유량계,기장군,시설관리사업소,유량계 (유출관로),500,초음파식,0,2018-12-28,기장좌동가압장,양호,,,배수지
22740,유량계,기장군,시설관리사업소,유량계 (유입관로),400,초음파식,0,2018-12-28,기장좌동가압장,양호,,,배수지
22743,유량계,부산진구,부산진사업소,28블록유량계(임시용),80,터어빈형,0,2022-02-25,문현배수지,양호,,,블록(보조)
22744,유량계,기장군,기장사업소,,400,전자식,0,2023-01-11,의학과학산단배수지,양호,,,
483,유량계,동래구,명장정수사업소,제1정수지 유입 유량계,1200,초음파식,0,2004-12-01,명장정수장(가압),양호,,동래구,기타
707,유량계,사하구,사하사업소,16블록유량계,200,전자식,0,2023-03-23,신평배수지,양호,,사하구,블록
24984,유량계,해운대구,시설관리사업소,유량계(유입),80,전자식,0,2013-01-01,해운대온천수 펌프장(가압),양호,,,가압장
24985,유량계,기장군,시설관리사업소,유량계(유출),400,초음파식,0,2008-01-01,정관산단배수지,양호,,,배수지
25003,유량계,부산진구,시설관리사업소,유량계(유출),600,초음파식,0,2022-08-31,개금가압장,양호,,,가압장
25617,유량계,남구,남부사업소,제30블록 유량계(이설),150,전자식,0,2022-11-25,대연가압장,양호,,,블록
694,유량계,사하구,사하사업소,38-1블록내 소블록유량계,40,익차형,273437.98,2015-01-14,덕산정수장(생활직송),양호,,사하구,블록(보조)
695,유량계,북구,시설관리사업소,덕천양수1 유량계(유출관로),600,초음파식,290739.82,2019-03-22,덕천가압장(시내),양호,상수맨홀,북구,권역
696,유량계,사하구,사하사업소,재래시장 전용유량계 시범설치,50,익차형,,2016-06-22,덕산정수장(생활직송),양호,,사하구,기타
2881,유량계,금정구,시설관리사업소,유량계 (유출관로),300,초음파식,296759.46,2019-05-20,남산배수지,양호,,,배수지
699,유량계,해운대구,시설관리사업소,온천수 펌프장 (유출관로),80,전자식,285072.23,2016-06-29,해운대온천수 펌프장(가압),양호,,,가압장
700,유량계,해운대구,시설관리사업소,유량계2 (유출관로),400,전자식,0,2011-09-26,반송배수지,양호,,해운대구,배수지
701,유량계,서구,시설관리사업소,유량계 (유입관로),400,초음파식,0,2015-12-03,사상가압장(기설),양호,상수맨홀,서구,배수지
702,유량계,사하구,사하사업소,1블록 유량계,350,초음파식,6331,2022-03-17,덕산정수장(생활직송),양호,상수맨홀,사하구,블록
703,유량계,강서구,강서사업소,강서8-1블록 유량계,200,전자식,0,2016-06-24,화전산단배수지,양호,상수맨홀,강서구,블록
704,유량계,강서구,강서사업소,강서8블럭 유량계,200,전자식,0,2020-02-19,덕산정수장(생활직송),양호,상수맨홀,강서구,블록
705,유량계,사하구,사하사업소,22블록 유량계,200,전자식,0,2022-03-17,덕산정수장(생활직송),양호,상수맨홀,사하구,블록
706,유량계,동래구,동래통합사업소,18블록,300,초음파식,,2016-12-14,명장배수지,양호,상수맨홀,동래구,블록
708,유량계,동구,중동부사업소,29블록유량계,250,초음파식,1988,2017-01-20,영주배수지,양호,상수맨홀,동구,블록
709,유량계,강서구,강서사업소,강서16-2블록 유량계,300,초음파식,0,2015-06-30,덕산정수장(생활직송),양호,,강서구,블록
710,유량계,강서구,강서사업소,구16-3블록유량계(미사용),400,초음파식,277985.51,2015-06-30,덕산정수장(생활직송),양호,,강서구,기타
690,유량계,북구,화명정수사업소,화명 유출유량계,2000,초음파식,0,2010-08-20,덕천가압장(시내),양호,,북구,정수장
3873,유량계,기타,화명정수사업소,물금원수 1500mm,1500,초음파식,301726.73,2006-06-14,물금취수장(가압),양호,,,원수
4513,유량계,영도구,영도사업소,제18블록 유량계,150,전자식,277690.57,2018-03-26,청학배수지,양호,상수맨홀,영도구,블록
243,유량계,영도구,영도사업소,11블록유량계,200,전자식,277076.57,2022-03-22,청학배수지,양호,상수맨홀,영도구,블록
5441,유량계,강서구,강서사업소,미음배수지 토출유량계,300,전자식,0,2018-06-28,미음생활용수배수지,양호,,,배수지
8961,유량계,기장군,기장사업소,19블록 유량계(일광택지입구,300,전자식,297221.74,2018-12-20,봉대산배수지,,,,블록
10881,유량계,사상구,시설관리사업소,주례2BP 유출,100,전자식,60,2019-06-04,주례2부스터,양호,,,펌프장
11521,유량계,해운대구,시설관리사업소,좌동2배수지 유입,1000,초음파식,287234.89,2019-05-20,좌동가압장,양호,,,배수지
3889,유량계,북구,화명정수사업소,화명 유입 유량계,1500,초음파식,293617.92,2018-03-14,물금취수장(가압),양호,,,원수
504,유량계,동래구,명장정수사업소,제1침전지 유입 유량계,800,초음파식,0,2015-03-01,명장정수장(가압),양호,,동래구,기타
7041,유량계,영도구,영도사업소,19블록 유량계,250,전자식,276980.55,2018-07-16,청학배수지,양호,상수맨홀,영도구,블록
11522,유량계,부산진구,시설관리사업소,유량계 (유출관로),700,초음파식,0,2019-05-20,전포1배수지,양호,,,배수지
11537,유량계,남구,시설관리사업소,유량계 (유출관로),500,초음파식,0,2019-05-20,문현배수지,양호,,,배수지
192,유량계,남구,남부사업소,제44블록 유량계,250,초음파식,0,2021-04-05,덕천가압장(시내),양호,,남구,블록
69,유량계,금정구,시설관리사업소,석대교3,350,전자식,0,2009-04-03,명장정수장(가압),양호,상수맨홀,금정구,권역
600,유량계,기타,시설관리사업소,용원,800,초음파식,278253.73,2015-11-13,녹산생활배수지,양호,,기타,권역
16977,유량계,기장군,기장사업소,,150,,0,2020-12-11,개좌골가압장,양호,,,
16641,유량계,중구,시설관리사업소,북항재개발사업지 인입,600,초음파식,278535.23,2020-10-16,사상가압장(기설),양호,,,블록
676,유량계,사상구,시설관리사업소,개금2,500,초음파식,8000,2022-02-22,개금1배수지,양호,,사상구,권역
167,유량계,동래구,동래통합사업소,11블록유량계,250,전자식,289933.49,2017-06-28,덕천가압장(오륜),양호,상수맨홀,동래구,블록
582,유량계,북구,북부사업소,9블록 유량계,300,전자식,0,2018-02-26,만덕2배수지,양호,상수맨홀,북구,블록
494,유량계,해운대구,해운대사업소,송정동 제32블록유량계,300,전자식,0,2021-04-26,좌동2배수지,양호,상수맨홀,해운대구,블록
22449,유량계,기장군,시설관리사업소,유량계 (유입관로),500,초음파식,0,2021-11-23,기장좌동가압장,양호,,,배수지
665,유량계,북구,북부사업소,10블록 유량계,200,전자식,53,2009-01-01,덕산정수장(생활직송),양호,상수맨홀,북구,블록
23057,유량계,동래구,시설관리사업소,유량계 (유출관로),350,초음파식,0,2022-01-28,사직배수지,양호,,,배수지
608,유량계,기타,덕산정수사업소,농업용수 유출량계(화훼단지),400,전자식,0,2024-06-18,덕산정수장(생활직송),양호,,기타,기타
23378,유량계,남구,남부사업소,,200,전자식,0,2021-12-31,덕천가압장(시내),양호,,,권역
24673,유량계,강서구,강서사업소,녹산공업용수배수지 유출,800,초음파식,278238.99,2019-10-02,녹산공업용수배수지,,,,배수지
24705,유량계,강서구,강서사업소,지사공업배수지 유출,300,초음파식,283485.83,2021-02-28,지사공업용수가압장,,,,배수지
24721,유량계,강서구,강서사업소,화전산단배수지 유출,400,초음파식,278882.87,2021-02-02,덕산정수장(생활직송),,,,배수지
1969,유량계,강서구,강서사업소,강서9-3블록 유량계,150,전자식,0,2017-05-11,녹산생활배수지,,,,블록(보조)
21,유량계,영도구,시설관리사업소,부산대교,800,초음파식,277587.47,2017-06-01,사상가압장(기설),양호,상수맨홀,영도구,권역
6721,유량계,강서구,강서사업소,강서9-2블록 유량계,200,전자식,0,2018-06-28,녹산생활배수지,양호,,,블록(보조)
11841,유량계,부산진구,시설관리사업소,유량계 (유출관로),500,초음파식,0,2019-05-20,전포2가압장,양호,,,가압장
11842,유량계,부산진구,시설관리사업소,유량계 (유출관로),900,초음파식,0,2019-05-20,전포2배수지,양호,,,배수지
11843,유량계,기장군,시설관리사업소,유량계 (유입관로),400,초음파식,0,2019-05-20,정관가압장,양호,,,배수지
11844,유량계,해운대구,시설관리사업소,유량계 (유입관로),300,전자식,0,2019-05-20,명장정수장(가압),양호,,,가압장
11845,유량계,해운대구,시설관리사업소,유량계 (유출관로),250,전자식,0,2019-05-20,신반송가압장,양호,,,가압장
11846,유량계,기장군,시설관리사업소,유량계 (유출관로),200,전자식,293386.9,2019-05-20,고촌가압장,양호,,,가압장
11847,유량계,해운대구,시설관리사업소,유량계 (유입관로),400,전자식,0,2019-05-20,덕천가압장(시내),양호,,,가압장
11848,유량계,기장군,시설관리사업소,유량계 (유입관로),400,전자식,0,2019-05-20,정관지구저지배수지,양호,,,가압장
11849,유량계,북구,시설관리사업소,유량계 (유입관로),100,전자식,0,2019-06-27,만덕2배수지,양호,,,펌프장
443,유량계,해운대구,시설관리사업소,반여2배수지1BP(유출관로),200,초음파식,0,2015-06-26,반여2배수지1부스터,양호,,해운대구,펌프장
515,유량계,동구,중동부사업소,12블록유량계,300,전자식,280591.64,2003-10-22,수정1배수지,양호,,동구,블록
268,유량계,부산진구,부산진사업소,2블록 구역유량계,250,전자식,284675.97,2020-04-09,신당감가압장,양호,,부산진구,블록
18577,유량계,중구,중동부사업소,21블록유량계,250,전자식,0,2017-01-01,복병산배수지,양호,,,블록
328,유량계,북구,북부사업소,8-1블록 유량계,200,전자식,290775.54,2025-04-04,만덕1배수지,양호,상수맨홀,북구,블록
23697,유량계,서구,서부사업소,26-1블록 유량계,150,전자식,0,2022-06-28,수정산터널배수지,양호,,,블록
25297,유량계,사하구,시설관리사업소,유량계(유입),600,초음파식,0,2022-08-31,사상가압장(기설),양호,,,배수지
25313,유량계,사하구,시설관리사업소,유량계(유입),700,초음파식,0,2022-08-31,사상가압장(기설),양호,,,배수지
25345,유량계,사상구,시설관리사업소,유량계(유입),200,윌트만형,0,2022-08-31,주례1부스터,양호,,,배수지
25315,유량계,금정구,시설관리사업소,유량계(유입),800,초음파식,0,2022-08-31,덕천가압장(오륜),양호,,,배수지
25361,유량계,기장군,시설관리사업소,유량계(유입),200,초음파식,0,2022-08-31,봉대산배수지,양호,,,배수지
24980,유량계,부산진구,시설관리사업소,유량계(유출),1000,초음파식,0,2007-01-01,수정산터널배수지,양호,,,배수지
4481,유량계,영도구,영도사업소,5블록유량계,200,전자식,277615.39,2018-03-26,사상가압장(기설),양호,상수맨홀,영도구,블록
4161,유량계,기장군,기장사업소,20블록 유량계 (반룡산단내,200,전자식,0,2017-09-28,정관지구저지배수지,양호,,,기타
4497,유량계,영도구,영도사업소,14-1블록 유량계,200,전자식,277703.19,2018-03-26,청학배수지,양호,상수맨홀,영도구,블록
5761,유량계,동래구,동래통합사업소,,50,익차형,290997.48,2001-01-01,서동부스터,양호,,,기타
89,유량계,동래구,동래통합사업소,6블록유량계,150,전자식,290749.72,2015-09-15,덕천가압장(시내),양호,상수맨홀,동래구,블록
11857,유량계,사하구,시설관리사업소,성화원BP 유량계(유출관로),300,전자식,0,2019-05-20,성화원부스터,양호,,,펌프장
13121,유량계,강서구,강서사업소(미이관),,150,,0,2017-04-01,덕산정수장(생활직송),,,,
12818,유량계,사상구,북부사업소,46블록 유량계,300,전자식,283172.02,2019-12-20,개금1배수지,양호,상수맨홀,사상구,블록
24689,유량계,강서구,강서사업소,지사공업배수지 유입,400,초음파식,283486.89,2019-10-30,지사공업용수가압장,,,,배수지
25329,유량계,사상구,시설관리사업소,유량계(유입),400,초음파식,0,2022-08-31,사상가압장(신설),양호,,,배수지
25937,유량계,강서구,강서사업소,강서16-3블록유량계,400,전자식,0,2019-09-30,덕산정수장(생활직송),양호,,,블록
24692,유량계,강서구,강서사업소,지사생활가압장 유출,300,초음파식,281912.28,2019-10-01,지사생활용수가압장,,,,가압장
2,유량계,기타,덕산정수사업소,3정수 회수유량계,400,전자식,0,1995-08-01,덕산정수장(생활직송),양호,,기타,기타
26257,유량계,강서구,시설관리사업소,공사용수용체크(임시),100,전자식,281507.67,2023-03-30,덕산정수장(생활직송),양호,,,기타
26258,유량계,강서구,강서사업소,공사용수용체크(임시),100,전자식,281520.06,2023-03-30,덕산정수장(공업직송),양호,,,기타
248,유량계,사상구,북부사업소,39블록 유량계,150,전자식,0,2018-06-01,덕산정수장(생활직송),양호,상수맨홀,사상구,블록
27537,유량계,기타,시설관리사업소,대동산업단지 구역유량계,600,초음파식,0,2023-12-10,덕산정수장(생활직송),양호,,,권역
592,유량계,북구,시설관리사업소,유량계 (유출관로),800,초음파식,0,2023-10-16,금곡배수지,양호,,북구,배수지
27873,유량계,서구,사하사업소,유량계역할의 계량기,50,익차형,0,2024-03-04,아미부스터,양호,,,기타
29777,유량계,강서구,강서사업소,공항119안전소방용수유량측정,100,전자식,0,2024-11-05,덕산정수장(생활직송),양호,,,기타
28817,유량계,금정구,명장정수사업소,범어사정수장 내,150,전자식,0,2024-06-05,법기수원지(직송),양호,상수맨홀,금정구,원수
28497,유량계,기타,덕산정수사업소,농업용수 유출량계(화훼단지),200,전자식,0,2024-06-18,덕산정수장(생활직송),양호,,,기타
30417,유량계,부산진구,시설관리사업소,당감2배수지 유량계(유입),500,초음파식,0,2025-01-20,신당감가압장,양호,,,
8001,유량계,연제구,동래통합사업소,56블록유량계,200,전자식,0,2018-09-19,연산배수지,양호,,,블록
1602,유량계,연제구,시설관리사업소,유량계 (유출관로),700,초음파식,0,2022-11-23,연산배수지,양호,,,배수지
478,유량계,해운대구,해운대사업소,우1동 제24블록 유량계,350,초음파식,0,2022-06-28,덕천가압장(시내),양호,상수맨홀,해운대구,블록
312,유량계,해운대구,해운대사업소,재송2동 제17블록 유량계,250,전자식,0,2020-03-20,반여2배수지1부스터,양호,상수맨홀,해운대구,블록
10241,유량계,서구,서부사업소,15-1블록 유량계,50,익차형,278710.42,2019-05-24,대티2배수지,양호,,,블록
527,유량계,북구,시설관리사업소,덕천양수2(유량계 유출관로),2000,초음파식,0,2020-03-18,덕천가압장(시내),양호,,,권역
16961,유량계,기장군,기장사업소,,150,,0,2020-12-11,정관지구고지배수지,양호,,,
18897,유량계,부산진구,부산진사업소,24블록유량계,200,전자식,0,2021-07-06,전포2배수지,양호,,,블록
639,유량계,강서구,강서사업소,강서2블록 유량계,200,전자식,0,2022-03-29,덕산정수장(생활직송),양호,,강서구,블록
21777,유량계,영도구,영도사업소,4블록유량계,200,초음파식,197,2021-12-24,사상가압장(기설),양호,,,블록
24657,유량계,기타,강서사업소,녹산생활용수배수지 유입,600,초음파식,278192.49,2021-11-01,덕산정수장(생활직송),,,,배수지
24658,유량계,기타,강서사업소,녹산생활배수지 유출,800,초음파식,278175.25,2019-10-01,덕산정수장(생활직송),,,,배수지
24659,유량계,강서구,강서사업소,녹산공업용수배수지 유입,600,초음파식,278245.91,2021-11-02,녹산공업용수배수지,,,,배수지
24660,유량계,강서구,강서사업소,지사생활배수지 유출,300,초음파식,283494.02,2021-02-28,지사생활용수가압장,,,,배수지
24661,유량계,강서구,강서사업소,지사생활배수지 유입,400,초음파식,283484.47,2019-10-30,지사생활용수가압장,,,,배수지
24999,유량계,금정구,시설관리사업소,유량계(유출),200,전자식,0,2014-01-01,산성마을배수지,양호,,,배수지
24663,유량계,강서구,강서사업소,신항배수지 유입,700,초음파식,276672.59,2019-02-02,덕산정수장(생활직송),,,,배수지
24664,유량계,강서구,시설관리사업소,미음생활배수지 유출,350,초음파식,281380.15,2011-11-30,지사생활용수가압장,양호,,,배수지
24665,유량계,강서구,시설관리사업소,미음생활배수지 유입,300,초음파식,281379.11,2011-11-30,지사생활용수가압장,양호,,,배수지
24666,유량계,강서구,시설관리사업소,미음공업배수지 유출,500,초음파식,281394.77,2021-02-28,지사공업용수가압장,양호,,,배수지
24667,유량계,강서구,시설관리사업소,미음공업배수지 유입,500,초음파식,281393.73,2011-11-30,지사공업용수가압장,양호,,,배수지
24998,유량계,사하구,시설관리사업소,유량계(유출),500,초음파식,275841.41,2019-01-01,감천배수지,양호,,,
25000,유량계,금정구,시설관리사업소,유량계(유입),200,전자식,0,2014-01-01,산성4부스터,양호,,,배수지
24671,유량계,강서구,강서사업소,천성1가압장 유출,200,초음파식,274513.23,2021-02-20,부산신항배수지,,,,펌프장
25001,유량계,부산진구,시설관리사업소,유량계(유입),300,초음파식,0,2022-08-31,주례1가압장,양호,,,배수지
9281,유량계,부산진구,부산진사업소,8블록 유량계,300,초음파식,285047.71,2018-09-18,당감배수지,양호,상수맨홀,부산진구,블록
4801,유량계,기장군,기장사업소,8-1블록 유량계,400,전자식,0,2018-04-17,좌동2배수지,양호,,,블록
10561,유량계,기장군,기장사업소,16블록 유량계(200mm),200,전자식,307643.61,2019-05-29,기장명례배수지,양호,,,블록
12481,유량계,부산진구,부산진사업소,31블록 유량계,300,초음파식,0,2019-12-16,전포2배수지,양호,,,블록
12482,유량계,북구,시설관리사업소,유량계 (유출관로),300,전자식,0,2019-09-06,만덕가압장,양호,,,가압장
12483,유량계,북구,시설관리사업소,유량계 (유출관로),300,전자식,0,2019-09-06,만덕가압장,양호,,,가압장
352,유량계,기장군,기장사업소,14-3블록 유량계,350,초음파식,301939.15,2021-04-30,정관산단배수지,양호,상수맨홀,기장군,블록
12485,유량계,동래구,시설관리사업소,유량계 (유출관로),65,전자식,0,2019-11-15,동래온천수 펌프장(가압),양호,,,가압장
14401,유량계,남구,남부사업소,25.27통합,300,전자식,0,2020-05-13,문현배수지,양호,,,
21137,유량계,강서구,시설관리사업소,,600,초음파식,279955.32,2021-10-31,덕산정수장(생활직송),양호,상수맨홀,강서구,배수지
21138,유량계,강서구,강서사업소(미이관),,200,초음파식,0,2021-10-03,,양호,상수맨홀,강서구,배수지
21139,유량계,강서구,시설관리사업소,,700,초음파식,0,2021-10-31,덕산정수장(생활직송),양호,상수맨홀,강서구,
21140,유량계,강서구,시설관리사업소,,400,초음파식,0,2021-10-31,덕산정수장(공업직송),양호,상수맨홀,강서구,
21141,유량계,강서구,강서사업소,,300,초음파식,280256.88,2021-10-31,덕산정수장(생활직송),양호,상수맨홀,강서구,
21142,유량계,강서구,강서사업소(미이관),,250,초음파식,0,2020-12-09,,양호,상수맨홀,강서구,
21143,유량계,강서구,강서사업소(미이관),,200,초음파식,280740.64,2020-12-09,,양호,상수맨홀,강서구,배수지
178,유량계,부산진구,부산진사업소,33블록 유량계,300,초음파식,0,2020-04-09,개금1배수지,양호,,부산진구,블록
402,유량계,해운대구,해운대사업소,우1동 제29블록 유량계,400,초음파식,284902.79,2007-01-01,덕천가압장(시내),양호,상수맨홀,해운대구,블록
24977,유량계,서구,시설관리사업소,유량계(유입),200,초음파식,280592.84,2022-08-31,꽃마을1가압장,양호,,,배수지
24978,유량계,부산진구,시설관리사업소,유량계(유입),500,초음파식,0,2022-02-04,당감가압장,양호,,,배수지
24979,유량계,부산진구,시설관리사업소,유량계(유입),900,초음파식,0,2022-12-12,사상가압장(신설),양호,,,가압장
24981,유량계,북구,시설관리사업소,유량계(유출),400,전자식,0,2008-01-01,화명가압장,양호,,,가압장
24982,유량계,해운대구,시설관리사업소,유량계(유출),200,초음파식,0,2015-01-01,반여2배수지2부스터,양호,,,펌프장
24983,유량계,해운대구,시설관리사업소,유량계(유출),150,전자식,0,2012-01-01,해운대온천수 펌프장(가압),양호,,,펌프장
30738,유량계,기장군,기장사업소,,250,초음파식,0,2023-01-11,의학과학산단배수지,양호,,,
675,유량계,기타,시설관리사업소,신항배후1,500,초음파식,7000,2022-02-22,부산신항배수지,양호,,기타,권역
635,유량계,기장군,시설관리사업소,유량계 (유입관로),500,초음파식,0,2007-12-31,개좌골가압장,양호,,기장군,배수지
30433,유량계,부산진구,시설관리사업소,당감2배수지 유량계(유출),500,초음파식,0,2025-01-20,신당감가압장,,,,
