번호,시군구명,동명,리명,도로명,교차로명,경도,위도
317,부산진구,부전동,,중앙대로743번길 24,,129.0581004,35.15912447
318,동구,범일동,,,삼일극장(직결:동구청),129.0566408,35.14025973
319,동구,범일동,,,삼일극장(직결:동구청),129.0566033,35.14024608
320,동구,범일동,,,삼일극장(직결:동구청),129.0564834,35.14032994
321,동구,범일동,,,삼일극장(직결:동구청),129.0565339,35.14032691
322,동구,범일동,,,삼일극장(직결:동구청),129.0563957,35.13942374
323,동구,범일동,,,삼일극장(직결:동구청),129.0564113,35.14038347
324,동구,범일동,,,범일로타리,129.0561293,35.14219541
325,동구,범일동,,,삼일극장(직결:동구청),129.0565661,35.14022947
326,동구,범일동,,,삼일극장(직결:동구청),129.0564470,35.14039483
327,동구,범일동,,,삼일극장(직결:동구청),129.0566854,35.14038873
328,동구,범일동,,,삼일극장(직결:동구청),129.0566642,35.13940206
329,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0564441,35.13856207
330,서구,서대신동3가,,시약로117번길 17-5,,129.0096416,35.12100879
331,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0564914,35.13840927
332,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0564931,35.13858546
333,동구,범일동,,,삼일극장(직결:동구청),129.0564991,35.13900380
334,동구,범일동,,,삼일극장(직결:동구청),129.0564491,35.13900447
335,동구,범일동,,,삼일극장(직결:동구청),129.0565771,35.13922255
336,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0565318,35.13872043
337,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0563866,35.13826989
338,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0563709,35.13883461
339,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0565679,35.13868756
340,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0564088,35.13881712
341,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0566049,35.13872237
342,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0564907,35.13821770
343,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0564415,35.13821875
344,동구,범일동,,범곡남로 9,삼일극장(직결:동구청),129.0563237,35.13861960
345,동구,범일동,,,삼일극장(직결:동구청),129.0563378,35.13918497
