업체기관관리번호,업체명,주소,상세주소,업종코드
0000272,(주)KT 재송지점,부산광역시 해운대구 재송동  1043-2,재송전화국,통신
0000273,(주)KT 조달본부,연제구 연산2동1980-2,연제구 연산2동1980-2,통신
0000274,(주)KT 해운대지점,해운대구 우1동 548,해운대구 우1동 548,통신
0000275,해운대경찰서,해운대구 재송1동 1094-1,해운대구 재송1동 1094-1,기타
0000233,(주)KT 동부산지사,부산광역시 동래구 명륜로 116,,통신
0000227,(주)KT 남부산지사,동구 자성공원로 23,범일동 830-29 KT부산정보통신센터,통신
0000225,(주)KT 가야지점,"부산광역시 부산진구 가야2동	161번지","부산광역시 부산진구 가야2동	161번지",통신
0000226,(주)KT 건설단,"서울 특별시 서초구 방배동	1001-1호","서울 특별시 서초구 방배동	1001-1호",통신
0000512,다슬건설(주) / 아세아토목(주),부산시동래구명륜동,부산시동래구명륜동,기타
0000513,상용건설(주) / 서광건설(주),부산시동래구안락동,부산시동래구안락동,기타
0000514,홍산건설(주) / 아세아토목(주),부산시동래구안락동,부산시동래구안락동,기타
0000515,성포건설(주) / 아세아토목(주),부산시연제구연산4동,부산시연제구연산4동,기타
0000517,거산토건(주),부산광역시 강서구 대저2동 1888-6,1888-6번지,기타
0000518,경동(주),자료없슴,자료없슴,기타
0000519,경인(주),부산광역시 수영구 광안2동,부산광역시 수영구 광안2동,기타
0000520,광명토건(주),부산광역시 동래구 명장1동,부산광역시 동래구 명장1동,기타
0000525,대연양지재건축조합,자료없슴,자료없슴,기타
0000526,대연양지재건축조합극동건설(주),부산시 남구 대연5동,부산시 남구 대연5동,기타
0000527,대한주택공사 부산지사장,자료없슴,자료없슴,기타
0000528,돌샘산업(주),부산광역시 동래구 명륜동,부산광역시 동래구 명륜동,기타
0000529,동아지질(주),자료없슴,자료없슴,기타
0000531,범일전화국(대연분국),부산광역시 남구 대연3동,부산광역시 남구 대연3동,통신
0000532,부산망건설국,경남 김해시 구산동       ,경남 김해시 구산동       ,통신
0000533,부산시 건설과,부산시 연제구 연산5동,부산시 연제구 연산5동,기타
0000536,일신건설산업(주),자료없슴,자료없슴,기타
0000538,조광종합건설(주),부산시 남구 대연3동,부산시 남구 대연3동,기타
0000211,(주)KT 중부산지사,"부산광역시 중구 중앙동 4가	77-5","부산광역시 중구 중앙동 4가	77-5",통신
0000231,(주)KT 부산진지점,"부산광역시 부산진구 부전1동	134번지","부산광역시 부산진구 부전1동	134번지",통신
0000232,(주)KT 서부산지사,부산광역시서구아미동1가 1번지,부산광역시서구아미동1가 1번지,통신
0000276,(주)강호건설,부산 영도구 봉래동2가,부산 영도구 봉래동2가,기타
0000277,(주)동성토건,부산 동구 초량동,부산 동구 초량동,기타
0000278,(주)금도건설,부산 금정구 구서중앙로42,,기타
0000279,(주)파워콤 영남지역본부,부산 동구 초량3동 한국감정원빌딩,부산 동구 초량3동 한국감정원빌딩,통신
0000280,(주)푸른영도,부산 중구 중앙동3가,부산 중구 중앙동3가,기타
0000281,(주)KT 영도지점,부산 영도구 남항동1가,,통신
0000500,상용건설(주),부산시동래구안락동,부산시동래구안락동,기타
0000501,아세아토목(주),부산시동래구복천동,부산시동래구복천동,기타
0000502,다슬건설(주),부산시동래구명륜동,부산시동래구명륜동,기타
0000503,서북건설(주),부산시동구초량2동,부산시동구초량2동,기타
0000504,성포건설(주),부산시연제구연산4동,부산시연제구연산4동,기타
0000505,홍산건설(주),부산시동래구안락동,부산시동래구안락동,기타
0000539,중앙건설(주),부산시 남구 용호1동,부산시 남구 용호1동,기타
0000540,중앙토건(주),부산광역시 동구 초량3동  ,부산광역시 동구 초량3동  ,기타
0000541,한전남부산지점,부산광역시 해운대구 우1동,부산광역시 해운대구 우1동,전기
0000542,한전부산지사,부산광역시 진구 부전2동,부산광역시 진구 부전2동,전기
0000544,현대산업개발(주),자료없슴,자료없슴,기타
0000546,동림건업(주),부산진구 전포4동,부산진구 전포4동,기타
0000547,중원건설(주),연제구 연산8동,연제구 연산8동,기타
0000548,평화건설(주),중구 중앙동,중구 중앙동,기타
0000549,만포건설(주),부산진구 부암1동,부산진구 부암1동,기타
0000550,서진건설,부산광역시 강서구 대저로 57,A동 2층,기타
0000551,신창건설사,부산진구 양정2동,부산진구 양정2동,기타
0000552,신창건설,북구 덕천2동,북구 덕천2동,기타
0000553,(주)현대수도건설,사상구 모라1동,사상구 모라1동,기타
0000554,부산열기,자료없슴,자료없슴,기타
0000555,일석건설(주),남구 대연3동,남구 대연3동,기타
0000556,태림전업(주),자료없슴,자료없슴,기타
0000557,동해건설,부산시 북구 구포동,부산시 북구 구포동,기타
0000558,청수건설(주),부산시 연제구 거제동 ,부산시 연제구 거제동 ,기타
0000559,수영석재산업(주),부산시 수영구 민락동 ,부산시 수영구 민락동 ,기타
0000560,신대림건설(주),부산시 금정구 남산동 ,부산시 금정구 남산동 ,기타
0000561,창건토건(주),자료없슴,자료없슴,기타
0000565,부산광역시 환경시설과,부산시 연제구 연산동,부산시 연제구 연산동,하수
0000566,지방공사 부산광역시 의료원,부산시 연제구 연산4동,부산시 연제구 연산4동,기타
0000567,현대건설(주),서울시 종로구 계동,서울시 종로구 계동,기타
0000568,대상건설(주),경기도 과천시 중앙동,경기도 과천시 중앙동,기타
0000569,거사온 유선방송,부산시 동래구 사직1동,부산시 동래구 사직1동,기타
0000570,한국통신,부산시 진구 가야3동,부산시 진구 가야3동,통신
0000571,금영종함건설(주),부산시 남구 문현동,부산시 남구 문현동,기타
0000572,롯데건설(주),부산시 연제구 거제동 ,부산시 연제구 거제동 ,기타
0000573,쌍용건설(주),부산광역시 동구 초량동 45-39,부산광역시 동구 충장대로 246,기타
0000574,세모건설(주),부산시 연제구 연산동 ,부산시 연제구 연산동 ,기타
0000575,차돌건설(주),자료없슴,자료없슴,기타
0000576,청목종합건설(주),부산시 부산진구 부전1동,부산시 부산진구 부전1동,기타
0000577,동서무지개타운,부산시 연제구 연산1동,부산시 연제구 연산1동,기타
0000578,상수도사업본부 동래사업소 / 신대림건설(주),부산시 부산진구 양정2동,부산시 부산진구 양정2동,기타
0000579,수영석재산업(주) / 신동원건설(주),부산시 수영구 민락동 ,부산시 수영구 민락동 ,기타
0000580,신대림건설(주) / 해남건설(주),부산시 금정구 남산동 ,부산시 금정구 남산동 ,기타
0000581,창건토건(주) / 수영석재산업(주),자료없슴,자료없슴,기타
0000582,(사)녹색교통운동 시민추진본부,부산광역시 남구 대연1동  ,부산광역시 남구 대연1동  ,기타
0000583,(재)천주교 스승예수의 제자수녀회,부산광역시 수영구 남천1동  ,부산광역시 수영구 남천1동  ,기타
0000584,국제종합건설(주),부산광역시 수영구 광안3동  ,부산광역시 수영구 광안3동  ,기타
0000585,대우(주),자료없슴 ,자료없슴 ,기타
0000586,동원종합건설(주),부산광역시 남구 대연동  ,부산광역시 남구 대연동  ,기타
0000587,민락타운 관리소,부산광역시 수영구 민락동  ,부산광역시 수영구 민락동  ,기타
0000588,민락회촌 번영회,자료없슴 ,자료없슴 ,기타
0000591,한국통신 수영전화국,부산광역시 수영구 수영동,부산광역시 수영구 수영동,통신
0000592,한국전력공사 부산전력구 건설처,자료없슴,자료없슴,전기
0000593,한국통신 대연전화국,부산광역시 남구 대연3동,부산광역시 남구 대연3동,통신
0000594,한국통신 조달본부,자료없슴,자료없슴,통신
0000595,석안건설(주),부산광역시 사하구 하단1동  ,부산광역시 사하구 하단1동  ,기타
0000596,장현개발(주),자료없슴 ,자료없슴 ,기타
0000597,재흥개발(주),부산광역시 부산진구 범천1동  ,부산광역시 부산진구 범천1동  ,기타
0000598,현성산업개발(주),자료없슴 ,자료없슴 ,전기
0000610,(주)원신설비,부산광역시 북구 구포3동,부산광역시 북구 구포3동,기타
0000611,(주)창동건설,자료없슴,자료없슴,기타
0000612,거동정밀토건(주),자료없슴,자료없슴,기타
0000613,서북건설,부산광역시 동구 초량2동,부산광역시 동구 초량2동,기타
0000614,중원건설,부산광역시 연제구 연산8동,부산광역시 연제구 연산8동,기타
0000615,한보람건설,부산광역시 중구 중앙동,부산광역시 중구 중앙동,기타
0000616,(주)제일정비,부산광역시 사상구 학장동,부산광역시 사상구 학장동,기타
0000617,(주)파워콤,부산광역시 동구 초량3동,부산광역시 동구 초량3동,통신
0000618,SK텔레콤부산네트워크본부,부산광역시 부산진구 부암동,부산광역시 부산진구 부암동,통신
0000620,금성종합건설,부산광역시 남구 대연3동,부산광역시 남구 대연3동,기타
0000622,두원철강,부산광역시 사상구 감전1동,부산광역시 사상구 감전1동,기타
0000625,삼진공항,자료없슴,자료없슴,기타
0000631,한국전력 북부산지점,부산광역시 사상구 백양대로 700번길 24,부산광역시 사상구 덕포1동,전기
0000632,한국통신 사상전화국,부산광역시 사상구 학장동,부산광역시 사상구 학장동,통신
0000633,부산광역시 환경시설공단,부산광역시 남구 용호동,부산광역시 남구 용호동,하수
0000634,동해건설 / 청수건설(주),부산시 북구 구포동,부산시 북구 구포동,기타
0000635,천지개발(주),부산 연제구 연산9동,부산 연제구 연산9동,기타
0000636,시에이치공영(주),부산 영도구 동삼동,부산 영도구 동삼동,기타
0000637,(주)달암산업,부산 해운대구 우동,부산 해운대구 우동,기타
0000638,(주)경인,부산 수영구 남천동,부산 수영구 남천동,기타
0000704,거양건설(주),부산시 동래구 수안동,부산시 동래구 수안동,기타
0000705,거양건설(주) / 석안건설(주),부산시 동래구 수안동,부산시 동래구 수안동,기타
0000706,경인(주) / 비산건설(주),부산시 수영구 광안2동,부산시 수영구 광안2동,기타
0000711,금정전화국,부산광역시 금정구 부곡3동,부산광역시 금정구 부곡3동,통신
0000712,기린렌트카(주),부산광역시 금정구 구서1동,부산광역시 금정구 구서1동,기타
0000722,대우자동차(주) 동래공장,부산광역시 금정구 금사동,부산광역시 금정구 금사동,기타
0000723,두루건설(주),부산광역시 해운대구 반여2동,부산광역시 해운대구 반여2동,기타
0000724,디.알.씨(주),부산광역시 중구 남포동,부산광역시 중구 남포동,기타
0000734,비산건설(주) / 제일공영,경남 김해시 어방동,경남 김해시 어방동,기타
0000735,비산건설(주),경남 김해시 어방동,경남 김해시 어방동,기타
0000738,승진스포텍(주),부산광역시 금정구 구서2동,부산광역시 금정구 구서2동,기타
0000739,우흥건설(주),부산광역시 동구 초량3동,부산광역시 동구 초량3동,기타
0000741,의료법인 기독교 한국침례회,부산시 금정구 남산동,부산시 금정구 남산동,기타
0000748,제일공영,자료없음,자료없음,기타
0000749,진흥기업(주),부산광역시 동래구 온천3동,부산광역시 동래구 온천3동,기타
0000751,한국전력 동래지점,부산광역시 동래구 안락2동,부산광역시 동래구 안락2동,전기
0000752,한국통신 엠닷컴(주),서울시 서초구 서초동,서울시 서초구 서초동,통신
0000753,홍산건설(주) / 거양건설(주),자료없음,자료없음,기타
0000754,KT부산망건설국,경남 김해시 구산동,경남 김해시 구산동,통신
0000801,광선건설(주),부산시 동구 초량3동,부산시 동구 초량3동,기타
0000802,중앙토건(주) / 광선건설(주),부산시 동구 초량3동,부산시 동구 초량3동,기타
0000803,상수도사업본부 시설관리사업소,부산광역시 부산진구 양정동 273-20 부산광역시상수도사업본부,,상수
0000804,상수도사업본부 사하사업소,부산광역시 사하구 괴정1동,부산광역시 사하구 괴정1동,상수
0000807,부산광역시 도시개발공사,부산광역시 부산진구 부전2동,부산광역시 부산진구 부전2동,기타
0000808,부산 신평ㆍ장림 피혁공업사업협동조합,부산광역시 사하구 장림1동 ,부산광역시 사하구 장림1동 ,기타
0000809,해신(주),부산광역시 사하구 신평동 ,부산광역시 사하구 신평동 ,기타
0000898,사하구청,부산 사하구 당리동,부산 사하구 당리동,기타
0000899,하나로텔레콤(주),부산 연제구 연산4동,부산 연제구 연산4동,통신
0000900,백중건설(주),부산 금정구 서동,부산 금정구 서동,기타
0000902,고리원자력본부,부산 기장군 장안읍 고리원자력본부,부산 기장군 장안읍 고리원자력본부,기타
0000903,한국수력원자력(주)고리원자력본부,부산 기장군 장안읍 고리원자력본부,부산 기장군 장안읍 고리원자력본부,기타
0000947,전화기부설,부산 남구 대연동,부산 남구 대연동,기타
3250000,부산광역시 중구,,,기타
3260000,부산광역시 서구,,,기타
3270000,부산광역시 동구,자료없음,자료없음,기타
3280000,부산광역시 영도구,자료없음,자료없음,기타
3290000,부산광역시 부산진구,자료없음,자료없음,기타
3300000,부산광역시 동래구,자료없음,자료없음,기타
3310000,부산광역시 남구,자료없음,자료없음,기타
3320000,부산광역시 북구,자료없음,자료없음,기타
3330000,부산광역시 해운대구,자료없음,자료없음,기타
3340000,부산광역시 사하구,자료없음,자료없음,기타
3350000,부산광역시 금정구,자료없음,자료없음,기타
3360000,부산광역시 강서구,자료없음,자료없음,기타
3370000,부산광역시 연제구,자료없음,자료없음,기타
3380000,부산광역시 수영구,부산광역시 수영구 남천동로 100,자료없음,기타
3390000,부산광역시 사상구,자료없음,자료없음,기타
3400000,부산광역시 기장군,부산광역시 기장군 기장읍 신천리 1 기장군청,,기타
0000107,한국통신 부산진전화국,부산광역시부전1동,부산광역시부전1동,통신
0000108,한국통신 연산전화국,부산광역시연제구연산2동,부산광역시연제구연산2동,통신
0000109,한신건설,자료없음,자료없음,기타
0000111,해성건설사업(주),자료없음,자료없음,기타
0000113,해화개발(주),자료없음,자료없음,기타
0000055,대우밀리오레(주),자료없음,자료없음,기타
0000066,부산광역시 생활하수과,"부산광역시 연제구 연산동  1000 부산광역시청, 부산광역시의회",,하수
0000070,부산진사업소,자료없음,자료없음,상수
0000096,제일공영(주),자료없음,자료없음,기타
0000099,지앤지텔레콤(주)부산지사,자료없음,자료없음,통신
0000010,서광건설(주),부산광역시동래구사직3동,부산광역시동래구사직3동,기타
0000037,상수도사업본부 영도사업소,부산광역시 영도구 상수도길10,영도사업소,상수
0000102,한국전력 부산전력관리처,부산광역시서구토성동1가,부산광역시서구토성동1가,전기
0000057,데이콤(주),부산광역시동구초량동,부산광역시동구초량동,통신
0000201,(주)데이콤,서울특별시 용산구 한강로3가,서울특별시 용산구 한강로3가,통신
0000202,(주)데이콤 부산지사,부산광역시 동구 초량동,부산광역시 동구 초량동,통신
0000203,(주)부산도시가스,부산광역시 수영구 남천동  545 부산도시가스,,가스
0000205,SK텔레콤(주),서울특별시 중구 남대문로 5가,서울특별시 중구 남대문로 5가,통신
0000206,SK텔레콤(주)부산Network본부,부산광역시 부산진구 부암동,신천대로 258,통신
0000207,도시고속도로관리소,부산광역시 해운대구 반여1동,부산광역시 해운대구 반여1동,기타
0000208,동부경찰서,부산광역시 동구 수정2동,부산광역시 동구 수정2동,기타
0000209,(주)드림라인,부산광역시 동구 자성로133번길15,LIG빌딩14층 드림라인,통신
0000210,부산교통공단,부산광역시 부산진구 범천1동,부산광역시 부산진구 범천1동,기타
0000238,(주)한솔아이글로브,서울 서초구 서초동 1321-11,서울 서초구 서초동 1321-11,통신
0000212,부산지방경찰청 (교통과),부산광역시 연제구 연산5동,부산광역시 연제구 중앙대로 999,기타
0000213,부산지방철도청,부산광역시 동구 초량3동,부산광역시 동구 초량3동,기타
0000214,부산진경찰서 (교통과),부산광역시 부산진구 부전1동,부산광역시 부산진구 부전1동,기타
0000215,상수도사업본부 부산진사업소,부산광역시 부산진구 중앙대로 955,상수도사업본부 3층 공무부서,상수
0000216,상수도사업본부 북부사업소,사상구 백양대로 832(덕포2동 760),,상수
0000217,상수도사업본부,부산광역시 부산진구 중앙대로 955,,상수
0000218,상수도사업본부 서부사업소,서구 자갈치로 7(충무동 1가 2-8),,상수
0000219,상수도사업본부 시설관리사업소,부산광역시 부산진구 양정2동,부산광역시 부산진구 양정2동,상수
0000220,상수도사업본부 중동부사업소,부산광역시 중구 대청동1가 6-4,,상수
0000221,서부경찰서,부산광역시 서구 서대신2가,부산광역시 서구 서대신2가,기타
0000222,연산경찰서(교통과),부산광역시 연제구 연산9동,부산광역시 연제구 연산9동,기타
0000223,한국전력공사,부산광역시 서구 토성동 1가,부산광역시 서구 토성동 1가,전기
0000224,한국전력공사 부산울산지역본부,부산광역시 부산진구 중앙대로 666번길43,,전기
0000239,금정경찰서,금정구 구서1동 85-15,금정구 구서1동 85-15,기타
0000240,남부경찰서,남구 대연3동 38-3,남구 대연3동 38-3,기타
0000241,동래경찰서,동래구 수안동 158-1,동래구 수안동 158-1,기타
0000228,(주)KT 부산본부,부산광역시 서구 아미동 1가,부산광역시 서구 아미동 1가,통신
0000242,북부경찰서,북구 화명동 2020,북구 화명동 2020,기타
0000243,사상경찰서,사상구 삼락동 402-7번지,사상구 삼락동 402-7번지,기타
0000244,상수도사업본부 강서사업소,강서구 공항로 721,대저2동 2631-1,상수
0000245,상수도사업본부 금정사업소,금정구 부곡3동 78,금정구 부곡3동 78,상수
0000246,상수도사업본부 기장사업소,부산광역시 기장군 기장읍 차성동로 31번길 10,기장읍 신천리 1번지,상수
0000234,한국전력공사 부산전력관리처,부산광역시 서구 토성동 1가,부산광역시 서구 토성동 1가,전기
0000235,한국전력공사 부산전력구건설처,부산광역시 부산진구 부전2동,부산광역시 부산진구 부전2동,전기
0000236,한국전력공사 중부산지점,부산광역시 서구 까치고개로 252,부산광역시,전기
0000247,상수도사업본부남부사업소,부산시 수영구 황령대로 503-11,,상수
0000248,상수도사업본부 동래사업소,부산 동래구 명장1동,부산 동래구 명장1동,상수
0000249,상수도사업본부 사하사업소,사하구 낙동대로 239(괴정1동 891-6),,상수
0000251,상수도사업본부 해운대사업소,해운대구 마린시티1로 7(우1동 1404),,상수
0000252,신세기통신(주),안락2동 607-8,안락2동 607-8,통신
0000253,영도구사업소,영도구 대교동 1가 2,영도구 대교동 1가 2,기타
0000254,한국전력공사 기장지점,기장읍 대라리121-1번지,기장읍 대라리121-1번지,전기
0000255,한국전력공사 남부산지점,부산광역시 해운대구 우1동 1388-8번지,,전기
0000256,한국전력공사 동래지점,동래구 안락2동 451-10,동래구 안락2동 451-10,전기
0000257,한국전력공사 북부산지점,사상구 덕포동 777-4,사상구 덕포동 777-4,전기
0000259,(주)KT 강서지점,강서구 대저2동 2401-2,강서구 대저2동 2401-2,통신
0000260,(주)KT 구포지점,북구 덕천1동 391-7번지,북구 덕천1동 391-7번지,통신
0000261,(주)KT 금사지점,금정구 금사동 144-2번지,금정구 금사동 144-2번지,통신
0000262,(주)KT 금정지점,동래구 명륜로 116,동래구 명륜로 116,통신
0000263,(주)KT 기장지점,부산광역시 기장군 기장읍 대라리 118-6 KT기장지점,,통신
0000264,(주)KT 대연지점,남구 대연3동,남구 대연3동 54-5,통신
0000265,(주)KT 동래지사,동래구 명륜동 386,동래구 명륜동 386,통신
0000266,(주)KT 미남지점,동래구 온천3동 1581,동래구 온천3동 1581,통신
0000267,(주)KT 부산망건설국,경남 김해시 구산동 749,경남 김해시 구산동 749,통신
0000268,(주)KT 북부산지사,사상구 학장동 281-9,사상구 학장동 281-9,통신
0000269,(주)KT 사하지점,부산광역시 사하구 괴정동 578-1 사하전화국,,통신
0000270,(주)KT 수영지점,수영구 수영동 458-8,수영구 수영동 458-8,통신
0000271,(주)KT 장림지점,사하구 장림2동 185-9번지,사하구 장림2동 185-9번지,통신
6260008,상수도사업본부 동래통합사업소,동래구 반송로 330,,상수
6260001,(주)씨에이치종합건설,부산시 수영구 남천동,부광빌딩 6층 601호,기타
6260026,sk브로드밴드,부산광역시 부산진구 신천대로,SK텔레콤 빌딩 7층,통신
6260030,(주)서원이엔지,부산시 남구 대연동,201호,기타
6260031,이메트릭스(주),경기도 안양시 동안구 흥안대로 427,1201호 성지스타위드,기타
6260035,금광기업(주),전라남도 화순군 화순읍 충의로 85-1,,기타
6260037,(주)송도해상케이블카,부산시 해운대구 마린시티 2로 33,두산위브더제니스,기타
6260038,전원종합건설(주),부산광역시 연제구 중앙대로 1124번길 15,101동 209호,기타
6260041,동일산업(주),부산시 남구 유엔평화로153번길,,기타
6260053,(주)광덕종합건설,부산광역시 동구 초량동,1196-7 해송빌딩 402호,기타
6260067,주식회사 동신,부산광역시 해운대구 우동1로20번길 27-10(우동),,기타
6260075,(주)구호설비,기장읍 청강로 91번길 29,,기타
6260086,(주)경성,부산광역시 금정구 금샘로 561-1,은성빌딩 2층,기타
6260103,(주)유성종합건설,부산시 부산진구 전포대로,,기타
6260110,세영건축사사무소,부산시 사상구 학감대로,,기타
6260113,남흥건설주식회사,부산진구 중앙대로 702번길 43(부전동),,기타
6260115,진성종합건설주식회사,남구 동제당로 12,,기타
6260135,(주)태화종합건설,울산 남구 번영로 166,,기타
6260136,(주)동오산업개발,부산 해운대구 좌동로 88 507호(울트라타워),,기타
6260137,부산광역시 상수도사업본부,부산 부산진구 중앙대로 955,양정동,상수
6260144,(주)성진엔지니어링,"부산광역시 동구 초량중로 99-3(초량동, 금정빌딩2층)",,기타
6260145,(주)태황건설,기장군 장안읍 장안산단9로 123,장안읍 월내리 661-3번지,기타
6260146,(주)청우건설,부산 수영구 남천동,"남천동로9번길55, 3층 (대림빌딩)",기타
6260147,(주)금호지질,부산광역시 강서구 공항로 533번가길25,대저2동 4180-3,기타
6260148,주식회사 세웅건설,부산시 동래구 명륜로 65,2층,기타
6260149,(주)케이에이치이엔씨,부산광역시 부산진구 신천대로102번길 29,,기타
6260150,대교건설(주),경남 김해시 번화1로 44번길,"12,205(대청동)",기타
6260151,예명건축사사무소,울산광역시 남구 수암로 53번길 10,남구,기타
6260152,주식회사 일성엔지니어링,부산광역시 동래구 명안로26번길 41(안락동),,기타
6260153,(주)삼우토건,부산시 기장군 기장읍 기장대로 515,,기타
6260154,부산진구,부산광역시 부산진구 시민공원로 30,부산진구청,기타
6260155,(주)영디자인그룹,부산광역시 부산진구 양지로5번길,,기타
6260156,케이디더블유건설(주),부산광역시 수영구 연수로,,기타
6260157,일탑건축사무소,부산광역시 기장군 기장읍,동부리,기타
6260158,(주)영이건설,정관읍 양수길,,기타
0000810,몰운대 성당,부산광역시 수영구 남천동,부산광역시 수영구 남천동,기타
0000811,롯데건설(주) ,서울특별시 서초구 잠원로 14길 29,서초구 잠원동 50-2 롯데복지센터빌딩,기타
0000812,대한주택보증(주),부산광역시 동구 초량동,부산광역시 동구 초량동,기타
0000813,한국통신 장림전화국,부산광역시 사하구 장림1동 ,부산광역시 사하구 장림1동 ,통신
0000814,부산경남염색공업협동조합,부산시 사하구 신평동,부산시 사하구 신평동,기타
0000820,디에스이(주) 대표이사 허인구,부산시 사하구 장림동,부산시 사하구 장림동,기타
0000823,태흥(주),부산시 부산진구 부전동,부산시 부산진구 부전동,기타
0000824,태흥(주) / 해화개발(주),부산시 부산진구 부전동,부산시 부산진구 부전동,기타
0000825,한국가스공사 남부권건설사무소,전남 순천시 조례동,전남 순천시 조례동,기타
0000826,석파학원,부산시 사하구 괴정동,부산시 사하구 괴정동,기타
0000827,한국중공업(주),부산시 사하구 다대1동 ,부산시 사하구 다대1동 ,기타
0000828,부산장림도금조합,부산시 사하구 장림동,부산시 사하구 장림동,기타
0000829,지봉종합건설(주) 김종인,부산시 사하구 괴정동,부산시 사하구 괴정동,기타
0000830,성경종합건설(주),부산시 사하구 괴정4동,부산시 사하구 괴정4동,기타
0000832,사하농협조합장 윤두영,부산시 사하구 당리동,부산시 사하구 당리동,기타
0000115,LG건설(주),자료없음,자료없음,기타
0000114,호텔롯데(주),자료없음,자료없음,기타
0000013,조성전력,자료없음,자료없음,기타
0000001,금양수산,자료없음,자료없음,기타
0000003,동아건설,자료없음,자료없음,기타
0000005,부산가스,자료없음,자료없음,가스
0000006,부산전화건설국,자료없음,자료없음,통신
0000007,부산전화국,자료없음,자료없음,통신
0000008,상수도사업본부 시설관리사업소,부산광역시양정2동,부산광역시양정2동,상수
0000009,상수도사업본부 중동부사업소,부산광역시중구대청동1가,부산광역시중구대청동1가,상수
0000011,신동원건설(주),부산광역시금정구장전1동,부산광역시금정구장전1동,기타
0000012,아미전화국,자료없음,자료없음,통신
0000014,하나로통신(주),부산광역시연제구연산4동,부산광역시연제구연산4동,통신
0000015,한국전력 중부산지점,부산광역시서구토성동1가,부산광역시서구토성동1가,전기
0000016,한국통신 아미전화국,부산광역시서구아미동1가,부산광역시서구아미동1가,통신
0000017,해남건설(주),부산광역시수영구남천1동,부산광역시수영구남천1동,기타
0000018,대광수도(주)노동백,자료없음,자료없음,기타
0000019,대광수도(주)노성영,자료없음,자료없음,기타
0000020,부산광역시 건설본부,부산 연제구 연산5동,부산 연제구 연산5동,기타
0000022,부산진시장개발(주),자료없음,자료없음,기타
0000023,신부건설(주)성주현,자료없음,자료없음,기타
0000024,신세계종합금융(주),자료없음,자료없음,기타
0000025,신아토건(주)박영복,자료없음,자료없음,기타
0000026,우흥건설(주)김성해,자료없음,자료없음,기타
0000028,지앤지텔레콤(주),자료없음,자료없음,통신
0000029,철도청 부산전기,자료없음,자료없음,기타
0000030,한국아스텐 엔지니어링(주),자료없음,자료없음,기타
0000031,한국전력 부산지사,자료없음,자료없음,전기
0000032,한국통신 범일전화국,부산광역시동구범일2동,부산광역시동구범일2동,통신
0000033,한국통신 부산전화국,부산광역시중구중앙동4가,부산광역시중구중앙동4가,통신
0000034,강호건설(주),부산광역시영도구봉래2가,부산광역시영도구봉래2가,기타
0000035,대진 라이너(주),자료없음,자료없음,기타
0000036,덕창건설(주),부산광역시금정구장전2동,부산광역시금정구장전2동,기타
0000038,자료없음,자료없음,자료없음,기타
0000039,한국전력 영도지점,부산광역시영도구남항2가,부산광역시영도구남항2가,전기
0000040,한국통신 영도전화국,부산광역시남항동1가,부산광역시남항동1가,통신
0000041,홍원건영(주)서홍배,자료없음,자료없음,기타
0000044,거북건설(주),부산시 수영구 망미로28번길 40,망미동 806-29 3층,기타
0000045,건설안전시험사업소,부산광역시 금정구 회동동 450 건설안전시험사업소,,기타
0000046,국제종합건설,자료없음,자료없음,기타
0000049,금호개발(주),자료없음,자료없음,기타
0000050,길정종합건설,자료없음,자료없음,기타
0000058,동해건설(주),자료없음,자료없음,기타
0000059,드림라인(주),부산광역시사상구감전동,부산광역시사상구감전동,통신
0000064,부산광역시 교통관리과,자료없음,자료없음,기타
0000065,부산광역시 녹지사업소,자료없음,자료없음,기타
0000067,부산광역시 하수시설과,자료없음,자료없음,하수
0000068,부산은행 부전동지점,자료없음,자료없음,기타
0000069,부산지방 철도청,부산광역시동구초량3동,부산광역시동구초량3동,기타
0000071,부산진전화국,자료없음,자료없음,통신
0000072,부산철도차량정비창,자료없음,자료없음,기타
0000074,삼협개발(주)김원일,자료없음,자료없음,기타
0000075,상수도사업본부 부산진사업소,부산광역시부산진구부암1동,부산광역시부산진구부암1동,상수
0000076,상수도사업본부,부산광역시남천1동,부산광역시남천1동,상수
0000077,서전종합건설,자료없음,자료없음,기타
0000085,연지청구재건축APT공사,자료없음,자료없음,기타
0000094,정아건설(주),부산광역시부산진구부전1동,부산광역시부산진구부전1동,기타
0000095,제14부산아시아경기대회조직위원회,자료없음,자료없음,기타
0000097,종합건설본부,자료없음,자료없음,기타
0000098,지앤지네트웍스(주),자료없음,자료없음,통신
0000100,태광산업(주),자료없음,자료없음,기타
0000101,하수시설과 손춘식,자료없음,자료없음,하수
0000103,한국전력 부산진지점,부산광역시부산진구부전2동,,전기
0000104,한국통신 가야전화국,부산광역시가야2동,부산광역시가야2동,통신
0000105,한국통신 건설단,서울특별시서초구방배동,서울특별시서초구방배동,통신
0000106,한국통신 부산전화건설국,경남김해시구산동,경남김해시구산동,통신
0000944,UIS교육본부,부산 연제구 연산동,부산 연제구 연산동,기타
0000949,부산도시정보,부산 연제구 연산5동,부산 연제구 연산5동,기타
0000954,부산도시가스(주),부산 연제구 연산1동,부산 연제구 연산1동,가스
0000945,UIS교육,부산 연제구 연산1동,부산 연제구 연산1동,기타
0000951,테스트업체1,부산 연제구 거제3동,부산 연제구 거제3동,기타
