시군구명,동명,리명,도로명주소,교차로명,경도,위도
금정구,부곡동,-,중앙대로 1663,우신아파트,129.0916368,35.23226963
금정구,부곡동,-,중앙대로 1663,우신아파트,129.0914556,35.23224915
금정구,부곡동,-,중앙대로 1663,우신아파트,129.091456,35.23224913
금정구,부곡동,-,중앙대로 1663,우신아파트,129.0914693,35.23224851
금정구,부곡동,-,중앙대로1667번길 8,우신아파트,129.0915765,35.23323377
금정구,부곡동,-,중앙대로1667번길 8,우신아파트,129.0917338,35.2334442
금정구,부곡동,-,중앙대로 1636,대동대학(대동간호전문대),129.0923331,35.22970482
금정구,부곡동,-,중앙대로 1636,대동대학(대동간호전문대),129.092245,35.22962029
금정구,부곡동,-,부곡로 147-1,대동대학(대동간호전문대),129.0921616,35.22839653
금정구,부곡동,-,서부곡로16번길 68,대동대학(대동간호전문대),129.0920757,35.2283484
금정구,부곡동,-,서부곡로16번길 68,대동대학(대동간호전문대),129.0920888,35.22834801
금정구,부곡동,-,동부곡로5번길 20,부곡시장(우리약국),129.0920028,35.22721704
금정구,부곡동,-,동부곡로5번길 14,부곡시장(우리약국),129.0919168,35.22700767
금정구,부곡동,-,동부곡로5번길 14,부곡시장(우리약국),129.0918293,35.22571879
금정구,부곡동,-,서부곡로 5,부곡시장(우리약국),129.0917428,35.22565869
금정구,부곡동,-,동현로16번길 90,부곡오시계시장(부곡생마트직결),129.0882255,35.22031581
금정구,부곡동,-,동현로16번길 90,부곡오시계시장(부곡생마트직결),129.0883088,35.22033066
금정구,부곡동,-,동현로16번길 29,부곡오시계시장(부곡생마트직결),129.0891963,35.22120696
금정구,부곡동,-,부곡로 97,부라더미싱(상업은행과직결),129.0915239,35.22464233
금정구,부곡동,-,부곡로 97,부라더미싱(상업은행과직결),129.0914461,35.2245766
금정구,부곡동,-,동현로 28,부라더미싱(상업은행과직결),129.090838,35.22330908
금정구,부곡동,-,부곡로 75-8,부라더미싱(상업은행과직결),129.0910496,35.22333152
