연번,참고지도,위도,경도,관리번호,수량,구_군,행정(읍_면_동),도로명_주소,설치장소명,구(지번)주소
6690,구글지도,35.15974,129.15255,해운대-2022-004-2,1,해운대구,우1동,해운대로 550,해운대한신휴플러스 옆_고2,우동 864-1
6691,구글지도,35.15974,129.15255,해운대-2022-004-3,1,해운대구,우1동,해운대로 550,해운대한신휴플러스 옆_고3,우동 864-1
6692,구글지도,35.19768,129.12292,해운대-2022-005-1,1,해운대구,반여1동,반여로 68-11,무정초등학교 옆_고1,반여동 1655
6693,구글지도,35.19768,129.12292,해운대-2022-005-2,1,해운대구,반여1동,반여로 68-11,무정초등학교 옆_고2,반여동 1655
6694,구글지도,35.19768,129.12292,해운대-2022-005-3,1,해운대구,반여1동,반여로 68-11,무정초등학교 옆_고3,반여동 1655
6695,구글지도,35.18504,129.12606,해운대-2022-006-1,1,해운대구,재송1동,재반로 70-1,선육후면 앞_고1,재송동 1122
6696,구글지도,35.18504,129.12606,해운대-2022-006-2,1,해운대구,재송1동,재반로 70-1,선육후면 앞_고2,재송동 1122
6697,구글지도,35.22889,129.16255,해운대-2022-007-1,1,해운대구,반송2동,신반송로 151,반송종합상가 삼거리_고1,반송동 878
6698,구글지도,35.22889,129.16255,해운대-2022-007-2,1,해운대구,반송2동,신반송로 151,반송종합상가 삼거리_고2,반송동 878
6699,구글지도,35.22889,129.16255,해운대-2022-007-3,1,해운대구,반송2동,신반송로 151,반송종합상가 삼거리_고3,반송동 878
6700,구글지도,35.17263,129.17835,해운대-2022-008-1,1,해운대구,좌1동,세실로 80,해운대KCC스위첸아파트 앞_고1,좌동 1312
6701,구글지도,35.17263,129.17835,해운대-2022-008-2,1,해운대구,좌1동,세실로 80,해운대KCC스위첸아파트 앞_고2,좌동 1312
6702,구글지도,35.17263,129.17835,해운대-2022-008-3,1,해운대구,좌1동,세실로 80,해운대KCC스위첸아파트 앞_고3,좌동 1312
6703,구글지도,35.22139,129.12637,해운대-2022-009-1,1,해운대구,반송1동,석대로 29,해운대구장애인 근로사업장 앞_고1,석대동 206
6704,구글지도,35.22139,129.12637,해운대-2022-009-2,1,해운대구,반송1동,석대로 29,해운대구장애인 근로사업장 앞_고2,석대동 206
6705,구글지도,35.16981,129.14075,해운대-2022-010-1,1,해운대구,우2동,해운대로469번길 181,센텀마티안아파트 삼거리_고1,우동 1102-84
6706,구글지도,35.16981,129.14075,해운대-2022-010-2,1,해운대구,우2동,해운대로469번길 181,센텀마티안아파트 삼거리_고2,우동 1102-84
6707,구글지도,35.16981,129.14075,해운대-2022-010-3,1,해운대구,우2동,해운대로469번길 181,센텀마티안아파트 삼거리_고3,우동 1102-84
6708,구글지도,35.16998,129.14107,해운대-2022-010-보강1,1,해운대구,우2동,해운대로469번길 190,센텀현대아파트 앞_고1,우동 1102-254
6709,구글지도,35.16998,129.14107,해운대-2022-010-보강2,1,해운대구,우2동,해운대로469번길 190,센텀현대아파트 앞_고2,우동 1102-254
6710,구글지도,35.16215,129.18237,해운대-2022-011-1,1,해운대구,중2동,달맞이길117번라길 96,해운대 힐스테이트 위브 405동 옆_고1,중동 1819
6711,구글지도,35.16215,129.18237,해운대-2022-011-2,1,해운대구,중2동,달맞이길117번라길 96,해운대 힐스테이트 위브 405동 옆_고2,중동 1819
6712,구글지도,35.16215,129.18237,해운대-2022-011-3,1,해운대구,중2동,달맞이길117번라길 96,해운대 힐스테이트 위브 405동 옆_고3,중동 1819
6713,구글지도,35.20456,129.113292,해운대-2022-012-1,1,해운대구,반여4동,삼어로 55,센텀SK뷰 택시주차장_고1,반여동 1162-4
6714,구글지도,35.20456,129.113292,해운대-2022-012-2,1,해운대구,반여4동,삼어로 55,센텀SK뷰 택시주차장_고2,반여동 1162-4
6715,구글지도,35.203209,129.124521,해운대-2022-013-1,1,해운대구,반여1동,반여로 128,센텀롯데캐슬1차아파트 사거리_고1,반여동 1647
6716,구글지도,35.203209,129.124521,해운대-2022-013-2,1,해운대구,반여1동,반여로 128,센텀롯데캐슬1차아파트 사거리_고2,반여동 1647
6717,구글지도,35.203209,129.124521,해운대-2022-013-3,1,해운대구,반여1동,반여로 128,센텀롯데캐슬1차아파트 사거리_고3,반여동 1647
6718,구글지도,35.203209,129.124521,해운대-2022-013-4,1,해운대구,반여1동,반여로 128,센텀롯데캐슬1차아파트 사거리_고4,반여동 1647
6719,구글지도,35.165366,129.158379,해운대-2022-014-1,1,해운대구,우1동,우동1로38번길 16,삼봉주택_고1,우동 517-14
6720,구글지도,35.165366,129.158379,해운대-2022-014-2,1,해운대구,우1동,우동1로38번길 16,삼봉주택_고2,우동 517-14
6721,구글지도,35.165366,129.158379,해운대-2022-014-3,1,해운대구,우1동,우동1로38번길 16,삼봉주택_고3,우동 517-14
6722,구글지도,35.192677,129.20651,해운대-2022-015-1,1,해운대구,송정동,송정2로 27,송정휴먼시아2단지 옆 삼거리_고1,송정동 938
6723,구글지도,35.192677,129.20651,해운대-2022-015-2,1,해운대구,송정동,송정2로 27,송정휴먼시아2단지 옆 삼거리_고2,송정동 938
6724,구글지도,35.192677,129.20651,해운대-2022-015-3,1,해운대구,송정동,송정2로 27,송정휴먼시아2단지 옆 삼거리_고3,송정동 938
6725,구글지도,35.20056,129.13325,해운대-2022-016-1,1,해운대구,반여3동,재반로256번길 29-53,반여3동 행정복지센터 앞_고1,반여동 1581
6726,구글지도,35.20056,129.13325,해운대-2022-016-2,1,해운대구,반여3동,재반로256번길 29-53,반여3동 행정복지센터 앞_고2,반여동 1581
6727,구글지도,35.208599,129.122744,해운대-2022-017-1,1,해운대구,반여1동,선수촌로207번가길 63,JJ모터스 앞_고1,반여동 783-29
6728,구글지도,35.208599,129.122744,해운대-2022-017-2,1,해운대구,반여1동,선수촌로207번가길 63,JJ모터스 앞_고2,반여동 783-29
6729,구글지도,35.164771,129.182903,해운대-2022-018-1,1,해운대구,중2동,달맞이길117번나길 200,SK뷰 아파트 108동 입구_고1,중동 1536
6730,구글지도,35.164771,129.182903,해운대-2022-018-2,1,해운대구,중2동,달맞이길117번나길 200,SK뷰 아파트 108동 입구_고2,중동 1536
6731,구글지도,35.164771,129.182903,해운대-2022-018-3,1,해운대구,중2동,달맞이길117번나길 200,SK뷰 아파트 108동 입구_고3,중동 1536
6732,구글지도,35.206923,129.128139,해운대-2022-019-1,1,해운대구,반여1동,반여로185번길 2,신동아아파트 앞 사거리_고1,반여동 836-6
6733,구글지도,35.206923,129.128139,해운대-2022-019-2,1,해운대구,반여1동,반여로185번길 2,신동아아파트 앞 사거리_고2,반여동 836-6
6734,구글지도,35.182293,129.123454,해운대-2022-020-1,1,해운대구,재송1동,해운대로177번길 10-10,센텀동부센트레빌 아파트 옆_고1,재송동 1000-31
6735,구글지도,35.182293,129.123454,해운대-2022-020-2,1,해운대구,재송1동,해운대로177번길 10-10,센텀동부센트레빌 아파트 옆_고2,재송동 1000-31
6736,구글지도,35.182293,129.123454,해운대-2022-020-3,1,해운대구,재송1동,해운대로177번길 10-10,센텀동부센트레빌 아파트 옆_고3,재송동 1000-31
6737,구글지도,35.182076,129.123913,해운대-2022-020-보강1,1,해운대구,재송1동,해운대로177번길 9,한림아트빌 옆 골목_고1,재송동438-1
6738,구글지도,35.182076,129.123913,해운대-2022-020-보강2,1,해운대구,재송1동,해운대로177번길 9,한림아트빌 옆 골목_고2,재송동438-1
6739,구글지도,35.229981,129.155321,해운대-2022-021-1,1,해운대구,반송2동,윗반송로51번길 34,세나 어린이집 옆_고1,반송동 216-1
6740,구글지도,35.229981,129.155321,해운대-2022-021-2,1,해운대구,반송2동,윗반송로51번길 34,세나 어린이집 옆_고2,반송동 216-1
6741,구글지도,35.229981,129.155321,해운대-2022-021-3,1,해운대구,반송2동,윗반송로51번길 34,세나 어린이집 옆_고3,반송동 216-1
6742,구글지도,35.212481,129.119186,해운대-2022-022-1,1,해운대구,반여4동,삼어로 176,대동전자 앞_고1,반여동 687-2
6743,구글지도,35.212481,129.119186,해운대-2022-022-2,1,해운대구,반여4동,삼어로 176,대동전자 앞_고2,반여동 687-2
6744,구글지도,35.187601,129.122201,해운대-2022-023-1,1,해운대구,재송1동,재송1로 24,재송역 옆 사거리_고1,재송동 1137
6745,구글지도,35.187601,129.122201,해운대-2022-023-2,1,해운대구,재송1동,재송1로 24,재송역 옆 사거리_고2,재송동 1137
6746,구글지도,35.193274,129.20651,해운대-2022-023-3,1,해운대구,송정동,송정2로23번길 12,광일빌라 앞_고1,송정동 447-11
6747,구글지도,35.193274,129.20651,해운대-2022-023-4,1,해운대구,송정동,송정2로23번길 12,광일빌라 앞_고2,송정동 447-11
6748,구글지도,35.206435,129.128923,해운대-2022-025-1,1,해운대구,반여1동,반여로 186-21,신동아아파트 옆 골목_고1,반여동 833-7
6749,구글지도,35.206435,129.128923,해운대-2022-025-2,1,해운대구,반여1동,반여로 186-21,신동아아파트 옆 골목_고2,반여동 833-7
6750,구글지도,35.183502,129.125332,해운대-2022-026-1,1,해운대구,재송1동,해운대로177번길 56-3,정은빌라 앞_고1,재송동 973-10
6751,구글지도,35.183502,129.125332,해운대-2022-026-2,1,해운대구,재송1동,해운대로177번길 56-3,정은빌라 앞_고2,재송동 973-10
6752,구글지도,35.162465,129.174539,해운대-2022-027-1,1,해운대구,중1동,좌동순환로446번길 47,벽송빌라 옆_고1,중동 778-16
6753,구글지도,35.162465,129.174539,해운대-2022-027-2,1,해운대구,중1동,좌동순환로446번길 47,벽송빌라 옆_고2,중동 778-16
6754,구글지도,35.162465,129.174539,해운대-2022-027-3,1,해운대구,중1동,좌동순환로446번길 47,벽송빌라 옆_고3,중동 778-16
6755,구글지도,35.162465,129.174539,해운대-2022-027-4,1,해운대구,중1동,좌동순환로446번길 47,벽송빌라 옆_고4,중동 778-16
6756,구글지도,35.191262,129.126972,해운대-2022-028-1,1,해운대구,재송2동,재반로 141,금호아파트 앞 사거리_고1,재송동 1067-1
6757,구글지도,35.191262,129.126972,해운대-2022-028-2,1,해운대구,재송2동,재반로 141,금호아파트 앞 사거리_고2,재송동 1067-1
6758,구글지도,35.191262,129.126972,해운대-2022-028-3,1,해운대구,재송2동,재반로 141,금호아파트 앞 사거리_고3,재송동 1067-1
6759,구글지도,35.191262,129.126972,해운대-2022-028-4,1,해운대구,재송2동,재반로 141,금호아파트 앞 사거리_고4,재송동 1067-1
6760,구글지도,35.19204,129.132056,해운대-2022-029-1,1,해운대구,재송2동,재송동 1153-18,재송2동 공영주차장_고1,재송동 1174
6761,구글지도,35.19204,129.132056,해운대-2022-029-2,1,해운대구,재송2동,재송동 1153-18,재송2동 공영주차장_고2,재송동 1174
6762,구글지도,35.165069,129.159505,해운대-2022-030-1,1,해운대구,우1동,우동1로20번길 56,우일종합시장 삼거리_고1,우동 552-2
6763,구글지도,35.165069,129.159505,해운대-2022-030-2,1,해운대구,우1동,우동1로20번길 56,우일종합시장 삼거리_고2,우동 552-2
6764,구글지도,35.165069,129.159505,해운대-2022-030-3,1,해운대구,우1동,우동1로20번길 56,우일종합시장 삼거리_고3,우동 552-2
6765,구글지도,35.191466,129.116986,해운대-2022-031-1,1,해운대구,재송1동,해운대로76번길 40,센텀리슈빌 아파트 앞_고1,재송동 1351
6766,구글지도,35.191466,129.116986,해운대-2022-031-2,1,해운대구,재송1동,해운대로76번길 40,센텀리슈빌 아파트 앞_고2,재송동 1351
6767,구글지도,35.19493666,129.2052574,해운대-2021-번호인식-001,1,해운대구,송정동,주소없음,브라보주유소 앞 (버스정류장),송정동 92-7
6768,구글지도,35.19494956,129.2055394,해운대-2021-번호인식-002,1,해운대구,송정동,해운대로 1232,타이어1983 앞,송정동 86-2
6769,구글지도,35.19896,129.12928,해운대-2022(안심마을)-0001,1,해운대구,반여2동,재반로241번길 34,재반로241번길 34 옆 계단,반여동 1613-22
6770,구글지도,35.1753,129.12822,해운대-경찰(2015)-001-1,2,해운대구,우2동,해운대로 284,센텀센시빌 산책로,우동 1228-19
6771,구글지도,35.18264,129.20133,해운대-2019(송정)-0052-1,1,해운대구,송정동,송정중앙로8번길 21-2,구)송정초 옆골목,송정동 427-2
6772,구글지도,35.16598,129.16051,해운대-2017-0017-1,2,해운대구,우1동,우동2로 16,시랑농원 앞,우동 1147
6773,구글지도,35.15755,129.18177,부산-4-해운대-0084-1,2,해운대구,중2동,달맞이길117번가길 120-31,청세빌라 앞,중동 1517-1
6774,구글지도,35.16302,129.17223,부산-6-해운대-0130-1,2,해운대구,중1동,좌동순환로468번길 21-10,꽃등심한근집 뒷길,중동 1443-22
6775,구글지도,35.083059,128.967457,부산-1-사하-0001,1,사하구,장림1동,장평로195번길100,보림초교,장림1동1137-7
6776,구글지도,35.102182,128.981529,부산-1-사하-0002,1,사하구,당리동,낙동대로356번길56,당리중 후문,당리동439-2
6777,구글지도,35.100142,128.988084,부산-1-사하-0003,1,사하구,괴정1동,낙동대로264번길14,사하초등학교,괴정1동779-4
6778,구글지도,35.101755,128.994193,부산-1-사하-0004,1,사하구,괴정3동,승학로224번길86,한샘빌라 골목,괴정3동260-258
6779,구글지도,35.099459,128.981092,부산-1-사하-0005,1,사하구,괴정4동,장평로449번길102,괴정4 어린이놀이터,괴정4동579-5
6780,구글지도,35.080928,128.966397,부산-1-사하-0006,1,사하구,장림1동,장림시장4길45,장림시장길(장림수민한약방),장림1동641-171
6781,구글지도,35.052881,128.966763,부산-1-사하-0007,1,사하구,다대1동,다대낙조2길26,응봉초교,다대1동1549-4
6782,구글지도,35.101179,128.992835,부산-1-사하-0008,1,사하구,괴정1동,낙동대로216번길17,동산병원,괴정1동1025-5
6783,구글지도,35.095304,128.989075,부산-2-사하-0009,1,사하구,괴정1동,괴정로260번길79,동아공고 입구(아이들유치원),괴정1동619-46
6784,구글지도,35.097029,128.986102,부산-2-사하-0010,1,사하구,괴정4동,장평로433,카렘제과 앞,괴정4동563-56
6785,구글지도,35.103974,129.006448,부산-2-사하-0011,1,사하구,괴정2동,낙동대로135번길55,승학초등학교 후문,괴정2동354-111
6786,구글지도,35.067908,128.98003,부산-2-사하-0012,1,사하구,다대2동,다대로385번길29,천사어린이집 놀이터,다대2동80-7
6787,구글지도,35.103738,128.981688,부산-2-사하-0013,1,사하구,당리동,승학로128,사동초등학교,당리동347-1
6788,구글지도,35.093199,128.976906,부산-2-사하-0014,1,사하구,신평1동,다대로130번길,항도 유치원,신평1동128-1
6789,구글지도,35.085442,129.008096,부산-2-사하-0015,1,사하구,감천1동,감천로157번길7-6,남성한빛아파트 뒤 도로,감천1동49-28
6790,구글지도,35.095585,129.00895,부산-2-사하-0016,1,사하구,감천2동,감천로117번길78,감천2동 공영주차장 입구,감천2동551-5
6791,구글지도,35.099301,128.986695,부산-2-사하-0017,1,사하구,괴정1동,낙동대로264,사하초 앞 지하도 1,괴정1동747-4
6792,구글지도,35.078693,128.981061,부산-2-사하-0018,1,사하구,장림2동,두송로26번길10,벧엘교회 앞(평안어린이집),장림2동81-4
6793,구글지도,35.090399,128.97797,부산-2-사하-0019,1,사하구,신평1동,다대로135번길,신촌초등학교,신평1동45-34
6794,구글지도,35.097741,129.008468,부산-폐-사하-0020,1,사하구,감천2동,감내2로137,새마을금고분소 주변,감천2동6-994
6795,구글지도,35.093123,129.010308,부산-폐-사하-0021,1,사하구,감천2동,옥천로76번길41,산오징어횟집 주변,감천2동13-745
6796,구글지도,35.097666,129.009592,부산-폐-사하-0022,1,사하구,감천2동,감내1로225번길2,쌈지공원 주변,감천2동7-64
6797,구글지도,35.096128,129.008295,부산-폐-사하-0023,1,사하구,감천2동,감내1로175번안길25,경로당 주변,감천2동6-1654
6798,구글지도,35.093324,129.008031,부산-폐-사하-0024,1,사하구,감천2동,감내1로129,태극도 본관 주변,감천2동12-278
6799,구글지도,35.105866,128.998523,부산-폐-사하-0025,1,사하구,괴정2동,사리로68,동주슈퍼 주변,괴정2동213-13
6800,구글지도,35.105599,129.000009,부산-폐-사하-0026,1,사하구,괴정2동,사리로70번길47,문수암 주변,괴정2동산9
6801,구글지도,35.107841,128.998495,부산-폐-사하-0027,1,사하구,괴정2동,사리로94번길11,세련빌라 주변,괴정2동218-40
6802,구글지도,35.106854,128.999725,부산-폐-사하-0028,1,사하구,괴정2동,사리로108,성산하이츠빌라 주변,괴정2동218-32
6803,구글지도,35.09958,128.996816,부산-폐-사하-0029,1,사하구,괴정3동,낙동대로189번길36,LG종합가전판매수리센터 주변,괴정3동434-140
6804,구글지도,35.092666,129.01043,부산-폐-사하-0030,1,사하구,감천2동,옥천로70번길59-2,백광세탁소 주변,감천2동13-19
6805,구글지도,35.092559,129.009917,부산-폐-사하-0031,1,사하구,감천2동,옥천로70번길59-2,신성이발관 주변,감천2동13-19
6806,구글지도,35.095304,128.986296,부산-3-사하-0032,1,사하구,괴정1동,괴정로232번길36,예도어린이집,괴정1동540-11
6807,구글지도,35.104204,128.999429,부산-3-사하-0033,1,사하구,괴정2동,대티로1번길21,동주대 입구(괴정초교 후문),괴정2동233-4
6808,구글지도,35.099924,128.999956,부산-3-사하-0034,1,사하구,괴정3동,부산 사하구 오작로 61,신괴정화신맨션 앞 삼거리(승학초교),괴정동 393-3
6809,구글지도,35.095572,128.995951,부산-3-사하-0035,1,사하구,괴정3동,오작로8번길41,군인관사 입구(옥천초교),괴정3동458-59
6810,구글지도,35.101187,128.998146,부산-3-사하-0036,1,사하구,괴정3동,사하로198번길86-1,태양수퍼 앞 사거리,괴정3동407-1
6811,구글지도,35.105399,128.971911,부산-3-사하-0037,1,사하구,당리동,낙동대로436번길20,낙동초등학교 주변,당리동313-7
6812,구글지도,35.106692,128.972358,부산-3-사하-0038,1,사하구,당리동,승학로31번길1,햇님어린이집 주변,당리동309-5
6813,구글지도,35.099865,128.958345,부산-3-사하-0039,1,사하구,하단1동,하신번영로207번길28,하남어린이집 주변,하단1동1179-2
6814,구글지도,35.103768,128.96559,부산-3-사하-0040,1,사하구,하단1동,괴정로6,하단어린이집 앞,하단1동608-14
6815,구글지도,35.105535,128.96372,부산-3-사하-0041,1,사하구,하단1동,낙동남로1390번길5,하단초등학교 후문,하단1동592-4
6816,구글지도,35.11133,128.960925,부산-3-사하-0042,1,사하구,하단2동,낙동대로519번길79,하단중학교(을숙도초교),하단2동503-2
6817,구글지도,35.093104,128.973784,부산-3-사하-0043,1,사하구,신평1동,장평로306,새마을금고 일방로(신평초교),신평1동135-9
6818,구글지도,35.092985,128.972337,부산-3-사하-0044,1,사하구,신평1동,장평로229번길13,신평초등학교 앞,신평1동286-18
6819,구글지도,35.097749,128.956116,부산-3-사하-0045,1,사하구,신평2동,하신번영로169번길53,동영과일마트 주변(하남초교),신평2동610-7
6820,구글지도,35.098637,128.959192,부산-3-사하-0046,1,사하구,신평2동,하신번영로179번길20,신평우체국 골목(하남초교),신평2동589-7
6821,구글지도,35.098577,128.963073,부산-3-사하-0047,1,사하구,신평2동,비봉로88,신남초등학교,신평2동667-1
6822,구글지도,35.080638,128.968703,부산-3-사하-0048,1,사하구,장림2동,장림시장5길129,귀빈미용실(삼성어린이집),장림2동615-34
6823,구글지도,35.075663,128.972834,부산-3-사하-0049,1,사하구,장림2동,장평로111,효림초등학교 앞,장림2동591
6824,구글지도,35.080613,128.976586,부산-3-사하-0050,1,사하구,장림2동,장림번영로103번길10,장림초교 정문 부근,장림2동182
6825,구글지도,35.050198,128.964552,부산-3-사하-0051,1,사하구,다대1동,,동백아파트 뒤편 어린이놀이터(동백어린이집),다대1동1548-16
6826,구글지도,35.059826,128.973368,부산-3-사하-0052,1,사하구,다대1동,다대로504,윤공단 입구(다대초교),다대1동156
6827,구글지도,35.068435,128.98009,부산-3-사하-0053,1,사하구,다대2동,다대로381번길17,다송초교 입구,다대2동93
6828,구글지도,35.083744,129.007553,부산-3-사하-0054,1,사하구,감천1동,원양로368-2,감천초교 후문,감천1동203
6829,구글지도,35.097278,129.010579,부산-3-사하-0055,1,사하구,감천2동,감내2로201,감정초교 주변,감천2동1-13
6830,구글지도,35.094279,129.010193,부산-3-사하-0056,1,사하구,감천2동,옥천로88번길20,성광유치원 앞,감천2동13-614
6831,구글지도,35.106556,129.003941,부산-3-사하-0057,1,사하구,괴정2동,대티로59번길24,아하유치원 뒤편,괴정2동193-265
6832,구글지도,35.105267,128.974332,부산-3-사하-0058,1,사하구,당리동,승학로54,본동경로당 앞,당리동313-33
6833,구글지도,35.105703,128.969976,부산-3-사하-0059,1,사하구,당리동,승학로8,본병원 옆 골목길,당리동302-1
6834,구글지도,35.108373,128.96867,부산-3-사하-0060,1,사하구,하단2동,낙동대로486번길17,건국중고 입구 미셀세탁소 사거리,하단2동509-20
6835,구글지도,35.100381,128.997881,부산-4-사하-0061,1,사하구,괴정3동,낙동대로171번길30-5,괴정3동 주민센터 입구,괴정3동404-2
6836,구글지도,35.097353,128.981449,부산-4-사하-0062,1,사하구,괴정4동,장평로359번길60,새한맨션 주변 골목,괴정4동1208
6837,구글지도,35.078619,128.970787,부산-4-사하-0063,1,사하구,장림2동,장평로125번길100,돌산경로당 앞,장림2동615-480
6838,구글지도,35.106942,128.967101,부산-4-사하-0064,1,사하구,하단2동,낙동남로1423번길8,하단우체국 골목,하단2동528-7
6839,구글지도,35.088122,129.007009,부산-4-사하-0065,1,사하구,감천1동,감천로139번다길13,감천교회 안 골목,감천1동30-49
6840,구글지도,35.097708,128.990865,부산-4-사하-0066,1,사하구,괴정1동,낙동대로249번길37,큰샘터 주택가,괴정1동846
6841,구글지도,35.072518,128.982917,부산-4-사하-0067,1,사하구,구평동,두송로144,구평농협 삼거리,구평동435-257
6842,구글지도,35.066851,128.982471,부산-4-사하-0068,1,사하구,다대2동,,더불어공원(시영상가 체육공원),다대2동86-1
6843,구글지도,35.102463,128.981743,부산-4-사하-0069,1,사하구,당리동,,샛별공원,당리동348-6
6844,구글지도,35.096708,128.98825,부산-4-사하-0070-0,1,사하구,괴정1동,,정자공원,괴정1동534-4
6845,구글지도,35.096708,128.98825,부산-4-사하-0070-1,1,사하구,괴정1동,,정자공원,괴정1동534-4
6846,구글지도,35.096708,128.98825,부산-4-사하-0070-2,1,사하구,괴정1동,,정자공원,괴정1동534-4
6847,구글지도,35.096708,128.98825,부산-4-사하-0070-3,1,사하구,괴정1동,,정자공원,괴정1동534-4
6848,구글지도,35.109263,128.965585,부산-4-사하-0071,1,사하구,하단2동,낙동남로1423번길49,에덴유원지 입구,하단2동512-3
6849,구글지도,35.091702,128.978325,부산-4-사하-0072,1,사하구,신평1동,다대로119번길12,신평쌈지공원,신평1동33-40
6850,구글지도,35.081805,128.965606,부산-4-사하-0073,1,사하구,장림1동,,장림유수지 어린이공원,장림1동1125
6851,구글지도,35.050669,128.962084,부산-4-사하-0074,1,사하구,다대1동,,다대5지구 근린공원,다대1동1548-10
6852,구글지도,35.050073,128.964701,부산-4-사하-0075,1,사하구,다대1동,,조성공원,다대1동1548-16
6853,구글지도,35.048682,128.967319,부산-4-사하-0076,1,사하구,다대1동,,대성공원,다대1동1552-3
6854,구글지도,35.09916,128.958111,부산-4-사하-0077,1,사하구,하단1동,,해바라기공원,하단1동1184-4
6855,구글지도,35.067365,128.981486,부산-4-사하-0078,1,사하구,다대2동,,등나무공원,다대2동80-1
6856,구글지도,35.055421,128.967363,부산-4-사하-0079,1,사하구,다대1동,,열림공원,다대1동953-1
6857,구글지도,35.107296,128.958349,부산-4-사하-0080,1,사하구,하단2동,하신번영로365,65호 쌈지공원,하단2동1161-2
6858,구글지도,35.082424,128.966533,부산-4-사하-0081,1,사하구,장림1동,장림로158,장림1동 쌈지공원(효공원),장림1동1121
6859,구글지도,35.102424,128.990617,부산-4-사하-0082-0,1,사하구,괴정1동,승학로239번길1,꿈동산유치원,괴정1동1051-10
6860,구글지도,35.102424,128.990617,부산-4-사하-0082-1,1,사하구,괴정1동,승학로239번길1,꿈동산유치원,괴정1동1051-10
6861,구글지도,35.102424,128.990617,부산-4-사하-0082-2,1,사하구,괴정1동,승학로239번길1,꿈동산유치원,괴정1동1051-10
6862,구글지도,35.102424,128.990617,부산-4-사하-0082-3,1,사하구,괴정1동,승학로239번길1,꿈동산유치원,괴정1동1051-10
6863,구글지도,35.100502,128.974501,부산-4-사하-0083,1,사하구,당리동,괴정로100번길33,당리초등학교 후문(동신교회 옆 골목),당리동512
6864,구글지도,35.107187,128.959712,부산-4-사하-0084,1,사하구,하단2동,낙동남로1357번길11,백조유치원,하단2동870-235
6865,구글지도,35.051146,128.965848,부산-4-사하-0085-0,1,사하구,다대1동,다대낙조2길8,중현초등학교,다대1동1550-4
6866,구글지도,35.051146,128.965848,부산-4-사하-0085-1,1,사하구,다대1동,다대낙조2길8,중현초등학교,다대1동1550-4
6867,구글지도,35.051146,128.965848,부산-4-사하-0085-2,1,사하구,다대1동,다대낙조2길8,중현초등학교,다대1동1550-4
6868,구글지도,35.051146,128.965848,부산-4-사하-0085-3,1,사하구,다대1동,다대낙조2길8,중현초등학교,다대1동1550-4
6869,구글지도,35.099827,128.986435,부산-4-사하-0086,1,사하구,괴정4동,낙동대로280번길8,사하초등학교 후문 통학로,괴정4동764
6870,구글지도,35.104499,129.007737,부산-4-사하-0087-0,1,사하구,괴정2동,오작로166번길2,한나모자원 옆 골목,괴정2동3-1
6871,구글지도,35.104499,129.007737,부산-4-사하-0087-1,1,사하구,괴정2동,오작로166번길2,한나모자원 옆 골목,괴정2동3-1
6872,구글지도,35.104499,129.007737,부산-4-사하-0087-2,1,사하구,괴정2동,오작로166번길2,한나모자원 옆 골목,괴정2동3-1
6873,구글지도,35.104499,129.007737,부산-4-사하-0087-3,1,사하구,괴정2동,오작로166번길2,한나모자원 옆 골목,괴정2동3-1
6874,구글지도,35.077332,128.990611,부산-5-사하-0088,1,사하구,구평동,감천항로176,구평동 당산나무 인근,구평동201
6875,구글지도,35.086317,128.993578,부산-5-사하-0089,1,사하구,구평동,사하로68번길39-3,지본빌라 해원주택 앞,구평동28-10
6876,구글지도,35.086733,128.995144,부산-5-사하-0090,1,사하구,구평동,사라로70번길33,한빛빌라,구평동33
6877,구글지도,35.094076,128.958766,부산-5-사하-0091,1,사하구,신평2동,신산로29번길50,신평2동 중소기계공업 회관 앞 도로,신평2동647-2
6878,구글지도,35.100053,128.981286,부산-5-사하-0092,1,사하구,괴정4동,낙동대로327-1,kt 전화국 앞,괴정4동1134-9
6879,구글지도,35.099057,128.995704,부산-5-사하-0093,1,사하구,괴정3동,사하로186번길35,"뉴코아 뒷편 kcc인테리어
(새마을금고 근처)",괴정3동437-70
6880,구글지도,35.103167,128.964699,부산-5-사하-0094,1,사하구,하단1동,동매로57,동방맨션 골목입구,하단1동608-30
6881,구글지도,35.108255,128.977578,부산-5-사하-0095,1,사하구,당리동,,"당리동 동원할인마트
(동원베네스트 아파트)맞은편",당리동산26-11
6882,구글지도,35.098367,128.986678,부산-5-사하-0096,1,사하구,괴정1동,낙동대로265,서전학원 맞은편,괴정1동733
6883,구글지도,35.098158,128.987123,부산-5-사하-0097,1,사하구,괴정1동,장평로450번길8,"괴정1동신동양 아파트 뒤 대가아구 앞
(지희미용실 방향)",괴정1동554-1
6884,구글지도,35.053845,128.971324,부산-5-사하-0098,1,사하구,다대1동,다대동로8번길8,경배와 찬미 교회인근,다대1동681-38
6885,구글지도,35.106993,128.963708,부산-5-사하-0099,1,사하구,하단2동,낙동남로1389번길9,송이떡방앗간,하단2동517-35
6886,구글지도,35.089988,128.9773,부산-5-사하-0100,1,사하구,신평1동,,삼성당금방,신평1동455-54
6887,구글지도,35.058543,128.972676,부산-5-사하-0101,1,사하구,다대1동,다대로529번길11,다대유아교육원 옆,다대1동1139
6888,구글지도,35.082469,129.006489,부산-5-사하-0102,1,사하구,감천1동,원양로356번길1,왕신수퍼에서 해양수퍼사이,감천1동387-6
